ticker,break_date,entry_date,r,filter,entry,stop,risk,exit_date,exit_price,reason,pnl,realized_R,close,sma5,sma10,sma20,sma200,ret5
PEP,2013-05-20,2013-05-21,4,R4_sma5,82.62999725341797,83.83999633789062,1.2099990844726562,2013-05-22,83.83999633789062,STOP,-1.2099990844726562,-1.0,82.58999633789062,83.5759994506836,83.33499908447266,83.01699943542481,73.62909973144531,-0.005299318895280569
PEP,2014-09-23,2014-09-24,4,R4_sma5,93.11000061035156,93.58000183105467,0.4700012207031108,2014-09-24,93.58000183105467,STOP,-0.4700012207031108,-1.0,92.93000030517578,93.30400085449219,92.46000061035157,92.3305004119873,85.82250030517578,0.0038889555097587625
PEP,2015-12-09,2015-12-10,4,R4_sma5,99.30999755859376,100.95999908447266,1.650001525878892,2015-12-16,100.95999908447266,STOP,-1.650001525878892,-1.0,99.12999725341795,100.0239974975586,100.20599899291993,99.95349922180176,96.51704982757569,-0.003518356370172393
PEP,2016-10-27,2016-10-28,4,R4_sma5,106.9000015258789,107.54000091552734,0.6399993896484375,2016-11-08,107.54000091552734,STOP,-0.6399993896484375,-1.0,106.62999725341795,106.77200012207031,106.6620002746582,106.6465000152588,103.83564990997314,0.007178563210724409
PEP,2017-12-18,2017-12-19,4,R4_sma5,118.75,119.73999786376952,0.989997863769517,2017-12-29,119.73999786376952,STOP,-0.989997863769517,-1.0,118.0500030517578,118.0980010986328,117.76700057983399,116.99150009155274,114.28240005493164,0.005622315917377607
PEP,2018-08-07,2018-08-08,4,R4_sma5,114.5199966430664,116.9000015258789,2.3800048828125,2018-09-05,113.12000274658205,TIME,1.3999938964843608,0.5882315227983733,114.22000122070312,115.24000091552735,114.9870002746582,114.51049995422363,110.67295036315917,-0.006782598080842361
PEP,2018-09-24,2018-09-25,4,R4_sma5,112.63999938964844,114.83999633789062,2.1999969482421875,2018-10-22,109.4000015258789,TIME,3.2399978637695312,1.4727283446271648,112.2699966430664,114.03000030517578,114.22900009155273,113.29100036621094,110.6449002456665,-0.02712309221339637
PEP,2019-09-05,2019-09-06,4,R4_sma5,136.92999267578125,138.8000030517578,1.8700103759765625,2019-10-03,138.8000030517578,STOP,-1.8700103759765625,-1.0,135.97999572753906,137.06799926757813,135.1960006713867,132.84400024414063,122.72995037078857,0.005843577719256254
PEP,2019-10-08,2019-10-09,4,R4_sma5,137.32000732421875,138.4499969482422,1.1299896240234375,2019-10-11,138.4499969482422,STOP,-1.1299896240234375,-1.0,137.24000549316406,137.5459991455078,136.86100006103516,136.28850021362305,125.04575031280518,-0.0009462737762533369
PEP,2019-12-26,2019-12-27,4,R4_sma5,136.8800048828125,137.33999633789062,0.459991455078125,2019-12-27,137.33999633789062,STOP,-0.459991455078125,-1.0,136.69000244140625,137.0019989013672,136.93299865722656,136.69700088500977,131.55915042877197,0.005295294654991123
PEP,2021-08-04,2021-08-05,4,R4_sma5,154.97999572753906,156.66000366210938,1.6800079345703125,2021-08-13,156.66000366210938,STOP,-1.6800079345703125,-1.0,154.0500030517578,156.16000061035157,156.46700134277344,154.947501373291,143.31925010681152,-0.015592065663981525
PEP,2021-10-18,2021-10-19,4,R4_sma5,158.63999938964844,158.6999969482422,0.05999755859375,2021-10-19,158.6999969482422,STOP,-0.05999755859375,-1.0,158.08999633789062,158.21599731445312,156.5789993286133,154.46499938964843,146.6129500579834,0.011840698794698401
PEP,2021-10-21,2021-10-22,4,R4_sma5,159.5800018310547,161.42999267578125,1.8499908447265625,2021-10-27,161.75,GAP_STOP,-2.1699981689453125,-1.172977788041999,159.17999267578125,159.497998046875,158.3939987182617,155.4104995727539,146.85640007019043,-0.000502334759601264
