variant,quarter,selection_rank,selected_sleeve,selected_sleeve_rank,ticker,right_tail_exception_score,return_10d_pct,return_20d_pct,return_30d_pct,return_60d_pct,return_90d_pct,snapshot_date,tradable_date,hc_score,entry_score_0_100,score,composite_score,tier_0_bucket,tier_1_bucket,tier_2_bucket,tier_3_bucket,tier_4_bucket,hp0_high_price_broad,hp1_quality_pullback,hp2_dislocation_momentum_priority,hp2_dislocation_momentum_watch,hp3_large_quality_theme_exception,hp4_score_reacceleration_watch,hp_production_extension,hp_research_extension,hp_LLM_best,rm1_low_price_dislocation_momentum,rm2_weak_acceleration,rm3_mid_price_dislocation_momentum,rm4_persistent_repricing_wave,rm_buy_review_flag,primary_theme,secondary_themes,theme_role,theme_confidence,theme_driver_type,theme_momentum,theme_acceleration_score,theme_tailwind_score,theme_acceleration_research_visibility,theme_acceleration_rescan_flag,akg_universe_tier,tier_structure_score,hp_structure_score,scoring_formula_version,tier_rule_version,hp_rule_version,rm_rule_version,theme_rule_version,repricing_momentum_priority,market_repricing_score,macro_entry_action,risk_penalty_score,post_llm_demote_flag,winner_90d_30pct,loser_90d_minus30pct,entry_open,entry_qoq_pct,prior_entry_qoq_pct,score_change,pre_llm_fundamental_score,pre_llm_fundamental_bucket,revenue_bucket,repricing_momentum_extension,post_llm_candidate_flag,post_llm_high_priority_flag,causal_change,negative_revision_risk,narrative_delta_bucket,operating_leverage_quality,durability,score_addition,macro_mode,macro_spy,macro_position_size_multiplier,total_structure_score,llm_business_improvement_score,fundamental_rerating_score,entry_raw_score,selected,right_tail_exception_score_contributions,right_tail_exception_reason_codes,operating_setting,operating_setting_validation_status,portfolio_max_positions,rm_signal_bucket,rm_active_fields,rm_operating_guidance,hp_signal_bucket,hp_active_fields,hp_operating_guidance,macro_permission_guidance,akg_theme_validation_guidance,portfolio_treatment,right_tail_exception_warning_codes
high_conviction_top10_v2_final,2025Q3,8,core,8,CRSR,,-12.9724,-9.2952,-9.0909,-24.3105,-35.8529,2025-08-08,2025-08-08,88.000000,88,88.000000,88.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,,,,,,,,,,0,RM1 - Low-price dislocation momentum,RM2 - Weak-bucket acceleration,,,1,,,,,,,,0,,,,29,0,,,,,,Repricing momentum priority,6,,0,0,False,True,9.790000,39.86,-30.49,-5,-2,weak,$500M-$1B,Repricing momentum extension,1,0,3,2,constructive,2,1,1,,,,29,45,8,88,True,,,,,,,,,,,,,,,
high_conviction_top10_v2_final,2025Q3,9,core,9,MPAA,,3.4359,3.8654,14.8175,10.0931,-7.9456,2025-08-12,2025-08-12,86.000000,86,86.000000,86.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,,Tier 3 - Revised dislocation feed,,,,,,,,,,0,RM1 - Low-price dislocation momentum,RM2 - Weak-bucket acceleration,,RM4 - Persistent repricing wave,1,,,,,,,,0,,,,22,0,,,,,,Repricing momentum priority,11,,1,0,False,False,13.970000,43.43,51.95,-1,-3,weak,$100M-$500M,Repricing momentum extension,1,1,3,1,inflecting,2,2,3,,,,22,45,9,86,True,,,,,,,,,,,,,,,
high_conviction_top10_v2_final,2025Q3,10,core,10,REAL,,14.0425,10.6383,16.7376,47.3759,53.4752,2025-08-08,2025-08-08,86.000000,86,86.000000,86.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,,,,,,,,,,0,,,,,1,,,,,,,,0,,,,29,0,,,,,,,0,,0,0,True,False,7.050000,15.57,-23.27,1,-1,weak,$100M-$500M,,1,1,3,1,inflecting,2,2,3,,,,29,45,12,86,True,,,,,,,,,,,,,,,
high_conviction_top10_v2_final,2025Q4,1,core,1,IREN,,-27.1848,-26.5704,-28.8281,-29.4886,-38.8880,2025-11-07,2025-11-07,113.000000,99,113.000000,113.000000,,,,,,HP0 - High-price broad watchlist,,HP2 - Dislocation momentum re-rater,,,,HP production extension,HP research extension,1,,,,,1,AI cloud GPU infrastructure,"[""hyperscale cloud demand"", ""bitcoin mining cash generation"", ""data center capacity expansion""]",direct_beneficiary,high,revenue,accelerating,,13,,,,0,18,,,,,,,19,,4,0,False,True,65.110001,136.76,424.81,-2,-4.0,weak,<$100M,,1,1,3,2,inflecting,2,2,3,,,,18,45,8,99,True,,,,,,,,,,,,,,,
high_conviction_top10_v2_final,2025Q4,2,core,2,MU,,14.7507,32.3627,42.2836,55.8414,79.9906,2025-12-18,2025-12-18,104.000000,90,104.000000,104.000000,,,,,,HP0 - High-price broad watchlist,,HP2 - Dislocation momentum re-rater,,,,HP production extension,HP research extension,1,,,,,1,AI memory and storage acceleration,"[""Cloud memory margin expansion"", ""Core data center recovery"", ""Free cash flow growth""]",direct_beneficiary,high,revenue,accelerating,,13,,,,0,18,,,,,,,15,,4,0,True,False,256.529999,55.4,,-4,-1.0,weak,>$10B,,1,1,3,0,inflecting,2,2,3,,,,18,45,3,90,True,,,,,,,,,,,,,,,
high_conviction_top10_v2_final,2025Q4,3,core,3,CIFR,,-31.6190,-20.4286,-5.5714,-13.5238,-24.7143,2025-11-04,2025-11-04,98.000000,92,98.000000,98.000000,Tier 0 - Broad right-tail scouting universe,,,,,,,,,,,,,0,RM1 - Low-price dislocation momentum,RM2 - Weak-bucket acceleration,RM3 - Mid-price dislocation momentum,RM4 - Persistent repricing wave,1,AI data center power shortage monetization,"[""Hyperscaler AI workload leasing"", ""Texas power infrastructure"", ""HPC data center development""]",direct_beneficiary,high,revenue,accelerating,,13,,,,10,0,,,,,,Repricing momentum priority,20,,4,0,False,False,21.0,323.39,62.62,-3,-4.0,weak,$100M-$500M,Repricing momentum extension,1,1,3,2,inflecting,2,2,3,,,,10,45,8,92,True,,,,,,,,,,,,,,,
high_conviction_top10_v2_final,2025Q4,4,core,4,VSCO,,10.1394,13.2095,23.1064,26.1159,-2.8075,2025-12-08,2025-12-08,97.000000,83,97.000000,97.000000,,,,,,HP0 - High-price broad watchlist,,HP2 - Dislocation momentum re-rater,,,,HP production extension,HP research extension,1,,,,,1,,,,,,,,0,,,,0,18,,,,,,,14,,1,0,False,False,49.509998,114.7008,13.04,0.0000,-2.0,weak,$2B-$10B,,1,0,3,2,constructive,2,1,1,,,,18,40,12,83,True,,,,,,,,,,,,,,,
high_conviction_top10_v2_final,2025Q4,5,core,5,WDC,,12.0386,-9.8199,5.1704,13.2219,79.0418,2025-10-31,2025-10-31,95.000000,81,95.000000,95.000000,,,,,,HP0 - High-price broad watchlist,,HP2 - Dislocation momentum re-rater,,,,HP production extension,HP research extension,1,,,,,1,,,,,,,,0,,,,0,18,,,,,,,14,,4,0,True,False,155.5,109.4276,66.11,0.0000,-4.0,weak,$2B-$10B,,1,1,3,2,inflecting,2,2,3,,,,18,45,8,81,True,,,,,,,,,,,,,,,
high_conviction_top10_v2_final,2025Q4,6,core,6,BTSGU,,7.03,10.5401,7.6699,23.1455,26.1418,2025-10-21,2025-10-21,92.000000,84,92.000000,92.000000,,,,,,HP0 - High-price broad watchlist,,HP2 - Dislocation momentum re-rater,,,,HP production extension,HP research extension,1,,,,,0,,,,,,,,0,,,,0,18,,,,,,,10,,1,0,False,False,103.129997,50.9072,-8.15,0.0000,-2.0,weak,$2B-$10B,,1,1,3,2,inflecting,2,2,3,,,,18,45,12,84,True,,,,,,,,,,,,,,,
high_conviction_top10_v2_final,2025Q4,7,core,7,REAL,,-0.5151,3.9735,4.9301,22.9580,-5.0773,2025-11-11,2025-11-11,91.000000,91,91.000000,91.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,,Tier 3 - Revised dislocation feed,,,,,,,,,,0,RM1 - Low-price dislocation momentum,,,,0,,,,,,,,0,,,,22,0,,,,,,,10,,0,0,False,False,13.590000,92.77,15.57,1,0,mixed,$100M-$500M,Repricing momentum extension,1,1,3,2,inflecting,2,2,3,,,,22,45,14,91,True,,,,,,,,,,,,,,,
high_conviction_top10_v2_final,2025Q4,8,core,8,APPN,,9.1435,6.1482,13.0846,-12.6642,-34.6033,2025-11-07,2025-11-07,89.000000,81,89.000000,89.000000,,,,,,HP0 - High-price broad watchlist,,HP2 - Dislocation momentum re-rater,,,,HP production extension,HP research extension,1,,,,,0,,,,,,,,0,,,,0,18,,,,,,,6,,0,0,False,True,38.060001,30.1197,-9.81,-1.0000,-1.0,weak,$100M-$500M,,1,1,3,2,inflecting,2,2,3,,,,18,45,12,81,True,,,,,,,,,,,,,,,
high_conviction_top10_v2_final,2025Q4,9,core,9,BTSG,,10.4612,12.1992,9.492,27.0053,29.4452,2025-10-21,2025-10-21,88.000000,80,88.000000,88.000000,,,,,,HP0 - High-price broad watchlist,,HP2 - Dislocation momentum re-rater,,,,HP production extension,HP research extension,1,,,,,0,,,,,,,,0,,,,0,18,,,,,,,6,,1,0,False,False,29.92,49.4505,-6.36,0.0000,-2.0,weak,$2B-$10B,,1,1,3,2,inflecting,2,2,3,,,,18,45,12,80,True,,,,,,,,,,,,,,,
high_conviction_top10_v2_final,2025Q4,10,core,10,MRCY,,-8.7694,-7.835,-5.7928,8.5024,32.5147,2025-11-05,2025-11-05,88.000000,80,88.000000,88.000000,,,,,,HP0 - High-price broad watchlist,,HP2 - Dislocation momentum re-rater,,,,HP production extension,HP research extension,1,,,,,0,,,,,,,,0,,,,0,18,,,,,,,6,,0,0,True,False,74.919998,28.3096,36.2,1.0000,-2.0,weak,$100M-$500M,,1,0,3,2,constructive,2,2,1,,,,18,45,11,80,True,,,,,,,,,,,,,,,
high_conviction_top10_v2_final,2026Q1,1,core,1,ANGO,,-8.3186,-9.3805,-6.5487,-4.6018,-14.1593,2026-01-07,2026-01-07,79.000000,79,79.000000,79.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,,Tier 3 - Revised dislocation feed,,,,,,,,,,0,,,,,0,,,,,,,,0,,,,22,0,,,,,,,0,,0,0,False,False,11.300000,-3.99,30.63,1,-1,weak,$100M-$500M,,1,1,3,1,inflecting,2,2,3,,,,22,45,12,79,True,,,,,,,,,,,,,,,
high_conviction_top10_v2_final,2026Q1,2,core,2,NEOG,,-6.3126,2.3046,6.3126,-3.3066,0.6012,2026-01-09,2026-01-09,77.000000,77,77.000000,77.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,,,,,,,,,,0,RM1 - Low-price dislocation momentum,,,RM4 - Persistent repricing wave,1,,,,,,,,0,,,,29,0,,,,,,Repricing momentum priority,11,,0,0,False,False,9.980000,45.06,43.04,3,0,mixed,$100M-$500M,Repricing momentum extension,1,0,2,2,constructive,1,1,1,,,,29,28,9,77,True,,,,,,,,,,,,,,,
high_conviction_top10_v2_final,2026Q1,3,core,3,ADTN,,-5.1619,0.6073,3.4413,26.8219,69.4332,2026-01-23,2026-01-23,71.000000,71,71.000000,71.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,,,,,,,,,,,0,,,,,0,,,,,,,,0,,,,25,0,,,,,,,0,,0,0,True,False,9.880000,22.73,-17.18,0,5,good,$500M-$1B,,1,1,2,1,inflecting,2,1,3,,,,25,40,6,71,True,,,,,,,,,,,,,,,
high_conviction_top15_v3_exception_sleeve,2021Q4,1,right_tail_exception,1,KLXE,104.0,-1.4535,1.7442,27.6163,65.6977,157.5581,12/13/21,12/13/21,,81,,,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,"Tier 4 - Ultra-distressed tag, not a production tier",,,,,,,,,0,,,,,1,,,,,,,,0,,,,30,0,,,,,,,0,,3,0,True,False,3.44,,,,-2,weak,$100M-$500M,,1,1,3,2,inflecting,2,1,3,,,,30,45,9,81,,"{""entry_score_0_100"": 81.0, ""rm_buy_review_flag"": 8.0, ""single_rm_signal_bucket"": 15.0}","[""SINGLE_RM_SIGNAL_BUCKET"", ""RM_BUY_REVIEW""]",high_conviction_top15_v3_exception_sleeve,observed_data_top15_exception_sleeve_not_full_akg_macro_validation,10,1,"[""rm_buy_review_flag""]",PRIORITIZE_SINGLE_RM_SIGNAL_BUCKET,0,[],NO_HP_LEFT_TAIL_RISK_FLAG,APPLY_MANUAL_LIVE_MACRO_PERMISSION_UNTIL_PIT_MACRO_VALIDATED,FORWARD_VALIDATE_AKG_THEME_ACCELERATION_AND_T5_RESCAN,exception_research_or_starter_underwriting,"[""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""EXCEPTION_SHORTFALL_SELECTED_3_OF_5""]"
high_conviction_top15_v3_exception_sleeve,2021Q4,2,right_tail_exception,2,TWI,102.0,-2.1302,-11.1243,-11.1243,39.645,14.9112,11/5/21,11/5/21,,79,,,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,,,,,,,,,,,0,,,,,1,,,,,,,,0,,,,25,0,,,,,,,0,,0,0,False,False,8.45,,,,4,good,$500M-$1B,,1,1,3,1,inflecting,2,2,3,,,,25,45,9,79,,"{""entry_score_0_100"": 79.0, ""rm_buy_review_flag"": 8.0, ""single_rm_signal_bucket"": 15.0}","[""SINGLE_RM_SIGNAL_BUCKET"", ""RM_BUY_REVIEW""]",high_conviction_top15_v3_exception_sleeve,observed_data_top15_exception_sleeve_not_full_akg_macro_validation,10,1,"[""rm_buy_review_flag""]",PRIORITIZE_SINGLE_RM_SIGNAL_BUCKET,0,[],NO_HP_LEFT_TAIL_RISK_FLAG,APPLY_MANUAL_LIVE_MACRO_PERMISSION_UNTIL_PIT_MACRO_VALIDATED,FORWARD_VALIDATE_AKG_THEME_ACCELERATION_AND_T5_RESCAN,exception_research_or_starter_underwriting,"[""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""EXCEPTION_SHORTFALL_SELECTED_3_OF_5""]"
high_conviction_top15_v3_exception_sleeve,2021Q4,3,right_tail_exception,3,STX,80.0,7.5742,19.2685,14.0535,28.2425,9.6738,10/25/21,10/25/21,,66,,,,,,,,HP0 - High-price broad watchlist,,,,HP3 - Large-revenue theme-leader exception,,HP production extension,HP research extension,1,,,,,0,,,,,,,,0,,,,0,10,,,,,,,0,,0,0,False,False,88.589996,,,,9.0,strong,>$10B,,1,1,3,1,inflecting,2,2,3,,,,10,45,11,66,,"{""entry_score_0_100"": 66.0, ""hp_LLM_best"": 8.0, ""hp_signal_count"": 6.0}","[""HP_LLM_BEST"", ""HP_SIGNAL""]",high_conviction_top15_v3_exception_sleeve,observed_data_top15_exception_sleeve_not_full_akg_macro_validation,10,0,[],NO_RM_SIGNAL_BUCKET_PRIORITY,1,"[""hp_LLM_best""]",HP_USEFUL_BUT_HIGHER_LEFT_TAIL_RISK,APPLY_MANUAL_LIVE_MACRO_PERMISSION_UNTIL_PIT_MACRO_VALIDATED,FORWARD_VALIDATE_AKG_THEME_ACCELERATION_AND_T5_RESCAN,exception_research_or_starter_underwriting,"[""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""EXCEPTION_SHORTFALL_SELECTED_3_OF_5""]"
top15_conservative_10_core_3_exception,2021Q4,1,right_tail_exception,1,KLXE,104.0,-1.4535,1.7442,27.6163,65.6977,157.5581,12/13/21,12/13/21,,81,,,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,"Tier 4 - Ultra-distressed tag, not a production tier",,,,,,,,,0,,,,,1,,,,,,,,0,,,,30,0,,,,,,,0,,3,0,True,False,3.44,,,,-2,weak,$100M-$500M,,1,1,3,2,inflecting,2,1,3,,,,30,45,9,81,,"{""entry_score_0_100"": 81.0, ""rm_buy_review_flag"": 8.0, ""single_rm_signal_bucket"": 15.0}","[""SINGLE_RM_SIGNAL_BUCKET"", ""RM_BUY_REVIEW""]",high_conviction_top15_v3_exception_sleeve,observed_data_top15_exception_sleeve_not_full_akg_macro_validation,10,1,"[""rm_buy_review_flag""]",PRIORITIZE_SINGLE_RM_SIGNAL_BUCKET,0,[],NO_HP_LEFT_TAIL_RISK_FLAG,APPLY_MANUAL_LIVE_MACRO_PERMISSION_UNTIL_PIT_MACRO_VALIDATED,FORWARD_VALIDATE_AKG_THEME_ACCELERATION_AND_T5_RESCAN,exception_research_or_starter_underwriting,"[""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED""]"
top15_conservative_10_core_3_exception,2021Q4,2,right_tail_exception,2,TWI,102.0,-2.1302,-11.1243,-11.1243,39.645,14.9112,11/5/21,11/5/21,,79,,,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,,,,,,,,,,,0,,,,,1,,,,,,,,0,,,,25,0,,,,,,,0,,0,0,False,False,8.45,,,,4,good,$500M-$1B,,1,1,3,1,inflecting,2,2,3,,,,25,45,9,79,,"{""entry_score_0_100"": 79.0, ""rm_buy_review_flag"": 8.0, ""single_rm_signal_bucket"": 15.0}","[""SINGLE_RM_SIGNAL_BUCKET"", ""RM_BUY_REVIEW""]",high_conviction_top15_v3_exception_sleeve,observed_data_top15_exception_sleeve_not_full_akg_macro_validation,10,1,"[""rm_buy_review_flag""]",PRIORITIZE_SINGLE_RM_SIGNAL_BUCKET,0,[],NO_HP_LEFT_TAIL_RISK_FLAG,APPLY_MANUAL_LIVE_MACRO_PERMISSION_UNTIL_PIT_MACRO_VALIDATED,FORWARD_VALIDATE_AKG_THEME_ACCELERATION_AND_T5_RESCAN,exception_research_or_starter_underwriting,"[""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED""]"
top15_conservative_10_core_3_exception,2021Q4,3,right_tail_exception,3,STX,80.0,7.5742,19.2685,14.0535,28.2425,9.6738,10/25/21,10/25/21,,66,,,,,,,,HP0 - High-price broad watchlist,,,,HP3 - Large-revenue theme-leader exception,,HP production extension,HP research extension,1,,,,,0,,,,,,,,0,,,,0,10,,,,,,,0,,0,0,False,False,88.589996,,,,9.0,strong,>$10B,,1,1,3,1,inflecting,2,2,3,,,,10,45,11,66,,"{""entry_score_0_100"": 66.0, ""hp_LLM_best"": 8.0, ""hp_signal_count"": 6.0}","[""HP_LLM_BEST"", ""HP_SIGNAL""]",high_conviction_top15_v3_exception_sleeve,observed_data_top15_exception_sleeve_not_full_akg_macro_validation,10,0,[],NO_RM_SIGNAL_BUCKET_PRIORITY,1,"[""hp_LLM_best""]",HP_USEFUL_BUT_HIGHER_LEFT_TAIL_RISK,APPLY_MANUAL_LIVE_MACRO_PERMISSION_UNTIL_PIT_MACRO_VALIDATED,FORWARD_VALIDATE_AKG_THEME_ACCELERATION_AND_T5_RESCAN,exception_research_or_starter_underwriting,"[""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED""]"
top15_rm1_priority_max2_rm2plus,2021Q4,1,right_tail_exception,1,KLXE,104.0,-1.4535,1.7442,27.6163,65.6977,157.5581,12/13/21,12/13/21,,81,,,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,"Tier 4 - Ultra-distressed tag, not a production tier",,,,,,,,,0,,,,,1,,,,,,,,0,,,,30,0,,,,,,,0,,3,0,True,False,3.44,,,,-2,weak,$100M-$500M,,1,1,3,2,inflecting,2,1,3,,,,30,45,9,81,,"{""entry_score_0_100"": 81.0, ""rm_buy_review_flag"": 8.0, ""single_rm_signal_bucket"": 15.0}","[""SINGLE_RM_SIGNAL_BUCKET"", ""RM_BUY_REVIEW""]",high_conviction_top15_v3_exception_sleeve,observed_data_top15_exception_sleeve_not_full_akg_macro_validation,10,1,"[""rm_buy_review_flag""]",PRIORITIZE_SINGLE_RM_SIGNAL_BUCKET,0,[],NO_HP_LEFT_TAIL_RISK_FLAG,APPLY_MANUAL_LIVE_MACRO_PERMISSION_UNTIL_PIT_MACRO_VALIDATED,FORWARD_VALIDATE_AKG_THEME_ACCELERATION_AND_T5_RESCAN,exception_research_or_starter_underwriting,"[""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""EXCEPTION_SHORTFALL_SELECTED_3_OF_5""]"
top15_rm1_priority_max2_rm2plus,2021Q4,2,right_tail_exception,2,TWI,102.0,-2.1302,-11.1243,-11.1243,39.645,14.9112,11/5/21,11/5/21,,79,,,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,,,,,,,,,,,0,,,,,1,,,,,,,,0,,,,25,0,,,,,,,0,,0,0,False,False,8.45,,,,4,good,$500M-$1B,,1,1,3,1,inflecting,2,2,3,,,,25,45,9,79,,"{""entry_score_0_100"": 79.0, ""rm_buy_review_flag"": 8.0, ""single_rm_signal_bucket"": 15.0}","[""SINGLE_RM_SIGNAL_BUCKET"", ""RM_BUY_REVIEW""]",high_conviction_top15_v3_exception_sleeve,observed_data_top15_exception_sleeve_not_full_akg_macro_validation,10,1,"[""rm_buy_review_flag""]",PRIORITIZE_SINGLE_RM_SIGNAL_BUCKET,0,[],NO_HP_LEFT_TAIL_RISK_FLAG,APPLY_MANUAL_LIVE_MACRO_PERMISSION_UNTIL_PIT_MACRO_VALIDATED,FORWARD_VALIDATE_AKG_THEME_ACCELERATION_AND_T5_RESCAN,exception_research_or_starter_underwriting,"[""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""EXCEPTION_SHORTFALL_SELECTED_3_OF_5""]"
top15_rm1_priority_max2_rm2plus,2021Q4,3,right_tail_exception,3,STX,80.0,7.5742,19.2685,14.0535,28.2425,9.6738,10/25/21,10/25/21,,66,,,,,,,,HP0 - High-price broad watchlist,,,,HP3 - Large-revenue theme-leader exception,,HP production extension,HP research extension,1,,,,,0,,,,,,,,0,,,,0,10,,,,,,,0,,0,0,False,False,88.589996,,,,9.0,strong,>$10B,,1,1,3,1,inflecting,2,2,3,,,,10,45,11,66,,"{""entry_score_0_100"": 66.0, ""hp_LLM_best"": 8.0, ""hp_signal_count"": 6.0}","[""HP_LLM_BEST"", ""HP_SIGNAL""]",high_conviction_top15_v3_exception_sleeve,observed_data_top15_exception_sleeve_not_full_akg_macro_validation,10,0,[],NO_RM_SIGNAL_BUCKET_PRIORITY,1,"[""hp_LLM_best""]",HP_USEFUL_BUT_HIGHER_LEFT_TAIL_RISK,APPLY_MANUAL_LIVE_MACRO_PERMISSION_UNTIL_PIT_MACRO_VALIDATED,FORWARD_VALIDATE_AKG_THEME_ACCELERATION_AND_T5_RESCAN,exception_research_or_starter_underwriting,"[""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""EXCEPTION_SHORTFALL_SELECTED_3_OF_5""]"
high_conviction_top15_v3_exception_sleeve,2022Q1,1,right_tail_exception,1,ARLO,114.0,-8.7087,-8.8088,-12.2122,-21.021,-29.1291,3/2/22,3/2/22,,91,,,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,,,,,,,,,,0,RM1 - Low-price dislocation momentum,RM2 - Weak-bucket acceleration,,,1,,,,,,,,0,,,,29,0,,,,,,Repricing momentum priority,6,,0,0,False,False,9.99,35.73,,0,-2,weak,$100M-$500M,Repricing momentum extension,1,1,3,2,inflecting,2,2,3,,,,29,45,11,91,,"{""entry_score_0_100"": 91.0, ""rm_buy_review_flag"": 8.0, ""single_rm_signal_bucket"": 15.0}","[""SINGLE_RM_SIGNAL_BUCKET"", ""RM_BUY_REVIEW""]",high_conviction_top15_v3_exception_sleeve,observed_data_top15_exception_sleeve_not_full_akg_macro_validation,10,1,"[""rm_buy_review_flag""]",PRIORITIZE_SINGLE_RM_SIGNAL_BUCKET,0,[],NO_HP_LEFT_TAIL_RISK_FLAG,APPLY_MANUAL_LIVE_MACRO_PERMISSION_UNTIL_PIT_MACRO_VALIDATED,FORWARD_VALIDATE_AKG_THEME_ACCELERATION_AND_T5_RESCAN,exception_research_or_starter_underwriting,"[""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED""]"
