variant,quarter,selection_rank,selected_sleeve,selected_sleeve_rank,ticker,right_tail_exception_score,return_10d_pct,return_20d_pct,return_30d_pct,return_60d_pct,return_90d_pct,snapshot_date,tradable_date,hc_score,entry_score_0_100,score,composite_score,tier_0_bucket,tier_1_bucket,tier_2_bucket,tier_3_bucket,tier_4_bucket,hp0_high_price_broad,hp1_quality_pullback,hp2_dislocation_momentum_priority,hp2_dislocation_momentum_watch,hp3_large_quality_theme_exception,hp4_score_reacceleration_watch,hp_production_extension,hp_research_extension,hp_LLM_best,rm1_low_price_dislocation_momentum,rm2_weak_acceleration,rm3_mid_price_dislocation_momentum,rm4_persistent_repricing_wave,rm_buy_review_flag,primary_theme,secondary_themes,theme_role,theme_confidence,theme_driver_type,theme_momentum,theme_acceleration_score,theme_tailwind_score,theme_acceleration_research_visibility,theme_acceleration_rescan_flag,akg_universe_tier,tier_structure_score,hp_structure_score,scoring_formula_version,tier_rule_version,hp_rule_version,rm_rule_version,theme_rule_version,repricing_momentum_priority,market_repricing_score,macro_entry_action,risk_penalty_score,post_llm_demote_flag,winner_90d_30pct,loser_90d_minus30pct,entry_open,entry_qoq_pct,prior_entry_qoq_pct,score_change,pre_llm_fundamental_score,pre_llm_fundamental_bucket,revenue_bucket,repricing_momentum_extension,post_llm_candidate_flag,post_llm_high_priority_flag,causal_change,negative_revision_risk,narrative_delta_bucket,operating_leverage_quality,durability,score_addition,macro_mode,macro_spy,macro_position_size_multiplier,total_structure_score,llm_business_improvement_score,fundamental_rerating_score,entry_raw_score,selected,right_tail_exception_score_contributions,right_tail_exception_reason_codes,operating_setting,operating_setting_validation_status,portfolio_max_positions,rm_signal_bucket,rm_active_fields,rm_operating_guidance,hp_signal_bucket,hp_active_fields,hp_operating_guidance,macro_permission_guidance,akg_theme_validation_guidance,portfolio_treatment,right_tail_exception_warning_codes
high_conviction_top15_v3_exception_sleeve,2022Q1,2,right_tail_exception,2,ASIX,105.0,25.4908,43.9496,57.3103,38.2948,31.4679,2/22/22,2/22/22,,68,,,,,,,,HP0 - High-price broad watchlist,HP1 - Quality pullback re-rater,,,,,HP production extension,HP research extension,1,,,,,1,,,,,,,,0,,,,0,15,,,,,,,0,,1,0,True,False,34.130001,-31.3003,,0.0000,3.0,good,$1B-$2B,,1,1,3,2,inflecting,2,2,3,,,,15,45,9,68,,"{""entry_score_0_100"": 68.0, ""hp_LLM_best"": 8.0, ""hp_signal_count"": 6.0, ""rm_buy_review_flag"": 8.0, ""single_rm_signal_bucket"": 15.0}","[""SINGLE_RM_SIGNAL_BUCKET"", ""RM_BUY_REVIEW"", ""HP_LLM_BEST"", ""HP_SIGNAL"", ""NEAR_THRESHOLD_EXCEPTION""]",high_conviction_top15_v3_exception_sleeve,observed_data_top15_exception_sleeve_not_full_akg_macro_validation,10,1,"[""rm_buy_review_flag""]",PRIORITIZE_SINGLE_RM_SIGNAL_BUCKET,1,"[""hp_LLM_best""]",HP_USEFUL_BUT_HIGHER_LEFT_TAIL_RISK,APPLY_MANUAL_LIVE_MACRO_PERMISSION_UNTIL_PIT_MACRO_VALIDATED,FORWARD_VALIDATE_AKG_THEME_ACCELERATION_AND_T5_RESCAN,exception_research_or_starter_underwriting,"[""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED""]"
high_conviction_top15_v3_exception_sleeve,2022Q1,3,right_tail_exception,3,KOS,102.0,26.3158,32.996,45.5466,38.2591,56.6802,3/1/22,3/1/22,,79,,,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,,"Tier 4 - Ultra-distressed tag, not a production tier",,,,,,,,,0,,,,,1,,,,,,,,0,,,,30,0,,,,,,,0,,2,0,True,False,4.94,39.94,,6,4,good,$1B-$2B,,1,1,3,2,inflecting,2,2,3,,,,30,45,6,79,,"{""entry_score_0_100"": 79.0, ""rm_buy_review_flag"": 8.0, ""single_rm_signal_bucket"": 15.0}","[""SINGLE_RM_SIGNAL_BUCKET"", ""RM_BUY_REVIEW""]",high_conviction_top15_v3_exception_sleeve,observed_data_top15_exception_sleeve_not_full_akg_macro_validation,10,1,"[""rm_buy_review_flag""]",PRIORITIZE_SINGLE_RM_SIGNAL_BUCKET,0,[],NO_HP_LEFT_TAIL_RISK_FLAG,APPLY_MANUAL_LIVE_MACRO_PERMISSION_UNTIL_PIT_MACRO_VALIDATED,FORWARD_VALIDATE_AKG_THEME_ACCELERATION_AND_T5_RESCAN,exception_research_or_starter_underwriting,"[""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED""]"
high_conviction_top15_v3_exception_sleeve,2022Q1,4,right_tail_exception,4,UFCS,89.0,-3.2586,-3.1535,-0.4555,3.609,8.8647,2/16/22,2/16/22,,75,,,,,,,,HP0 - High-price broad watchlist,,HP2 - Dislocation momentum re-rater,,,,HP production extension,HP research extension,1,,,,,0,,,,,,,,0,,,,0,18,,,,,,,6,,0,0,False,False,28.540001,35.5176,,-3.0000,0.0,mixed,$500M-$1B,,1,1,3,1,inflecting,2,2,3,,,,18,45,6,75,,"{""entry_score_0_100"": 75.0, ""hp_LLM_best"": 8.0, ""hp_signal_count"": 6.0}","[""HP_LLM_BEST"", ""HP_SIGNAL""]",high_conviction_top15_v3_exception_sleeve,observed_data_top15_exception_sleeve_not_full_akg_macro_validation,10,0,[],NO_RM_SIGNAL_BUCKET_PRIORITY,1,"[""hp_LLM_best""]",HP_USEFUL_BUT_HIGHER_LEFT_TAIL_RISK,APPLY_MANUAL_LIVE_MACRO_PERMISSION_UNTIL_PIT_MACRO_VALIDATED,FORWARD_VALIDATE_AKG_THEME_ACCELERATION_AND_T5_RESCAN,exception_research_or_starter_underwriting,"[""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED""]"
high_conviction_top15_v3_exception_sleeve,2022Q1,5,right_tail_exception,5,CROX,85.0,-11.4343,-22.6042,-13.846,-22.784,-41.5697,2/17/22,2/17/22,,71,,,,,,,,HP0 - High-price broad watchlist,HP1 - Quality pullback re-rater,,,,,HP production extension,HP research extension,1,,,,,0,,,,,,,,0,,,,0,15,,,,,,,0,,0,0,False,True,94.540001,-36.0352,,-2.0000,6.0,strong,$1B-$2B,,1,1,3,2,inflecting,2,2,3,,,,15,45,11,71,,"{""entry_score_0_100"": 71.0, ""hp_LLM_best"": 8.0, ""hp_signal_count"": 6.0}","[""HP_LLM_BEST"", ""HP_SIGNAL""]",high_conviction_top15_v3_exception_sleeve,observed_data_top15_exception_sleeve_not_full_akg_macro_validation,10,0,[],NO_RM_SIGNAL_BUCKET_PRIORITY,1,"[""hp_LLM_best""]",HP_USEFUL_BUT_HIGHER_LEFT_TAIL_RISK,APPLY_MANUAL_LIVE_MACRO_PERMISSION_UNTIL_PIT_MACRO_VALIDATED,FORWARD_VALIDATE_AKG_THEME_ACCELERATION_AND_T5_RESCAN,exception_research_or_starter_underwriting,"[""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED""]"
top15_conservative_10_core_3_exception,2022Q1,1,right_tail_exception,1,ARLO,114.0,-8.7087,-8.8088,-12.2122,-21.021,-29.1291,3/2/22,3/2/22,,91,,,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,,,,,,,,,,0,RM1 - Low-price dislocation momentum,RM2 - Weak-bucket acceleration,,,1,,,,,,,,0,,,,29,0,,,,,,Repricing momentum priority,6,,0,0,False,False,9.99,35.73,,0,-2,weak,$100M-$500M,Repricing momentum extension,1,1,3,2,inflecting,2,2,3,,,,29,45,11,91,,"{""entry_score_0_100"": 91.0, ""rm_buy_review_flag"": 8.0, ""single_rm_signal_bucket"": 15.0}","[""SINGLE_RM_SIGNAL_BUCKET"", ""RM_BUY_REVIEW""]",high_conviction_top15_v3_exception_sleeve,observed_data_top15_exception_sleeve_not_full_akg_macro_validation,10,1,"[""rm_buy_review_flag""]",PRIORITIZE_SINGLE_RM_SIGNAL_BUCKET,0,[],NO_HP_LEFT_TAIL_RISK_FLAG,APPLY_MANUAL_LIVE_MACRO_PERMISSION_UNTIL_PIT_MACRO_VALIDATED,FORWARD_VALIDATE_AKG_THEME_ACCELERATION_AND_T5_RESCAN,exception_research_or_starter_underwriting,[]
top15_conservative_10_core_3_exception,2022Q1,2,right_tail_exception,2,ASIX,105.0,25.4908,43.9496,57.3103,38.2948,31.4679,2/22/22,2/22/22,,68,,,,,,,,HP0 - High-price broad watchlist,HP1 - Quality pullback re-rater,,,,,HP production extension,HP research extension,1,,,,,1,,,,,,,,0,,,,0,15,,,,,,,0,,1,0,True,False,34.130001,-31.3003,,0.0000,3.0,good,$1B-$2B,,1,1,3,2,inflecting,2,2,3,,,,15,45,9,68,,"{""entry_score_0_100"": 68.0, ""hp_LLM_best"": 8.0, ""hp_signal_count"": 6.0, ""rm_buy_review_flag"": 8.0, ""single_rm_signal_bucket"": 15.0}","[""SINGLE_RM_SIGNAL_BUCKET"", ""RM_BUY_REVIEW"", ""HP_LLM_BEST"", ""HP_SIGNAL"", ""NEAR_THRESHOLD_EXCEPTION""]",high_conviction_top15_v3_exception_sleeve,observed_data_top15_exception_sleeve_not_full_akg_macro_validation,10,1,"[""rm_buy_review_flag""]",PRIORITIZE_SINGLE_RM_SIGNAL_BUCKET,1,"[""hp_LLM_best""]",HP_USEFUL_BUT_HIGHER_LEFT_TAIL_RISK,APPLY_MANUAL_LIVE_MACRO_PERMISSION_UNTIL_PIT_MACRO_VALIDATED,FORWARD_VALIDATE_AKG_THEME_ACCELERATION_AND_T5_RESCAN,exception_research_or_starter_underwriting,[]
top15_conservative_10_core_3_exception,2022Q1,3,right_tail_exception,3,KOS,102.0,26.3158,32.996,45.5466,38.2591,56.6802,3/1/22,3/1/22,,79,,,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,,"Tier 4 - Ultra-distressed tag, not a production tier",,,,,,,,,0,,,,,1,,,,,,,,0,,,,30,0,,,,,,,0,,2,0,True,False,4.94,39.94,,6,4,good,$1B-$2B,,1,1,3,2,inflecting,2,2,3,,,,30,45,6,79,,"{""entry_score_0_100"": 79.0, ""rm_buy_review_flag"": 8.0, ""single_rm_signal_bucket"": 15.0}","[""SINGLE_RM_SIGNAL_BUCKET"", ""RM_BUY_REVIEW""]",high_conviction_top15_v3_exception_sleeve,observed_data_top15_exception_sleeve_not_full_akg_macro_validation,10,1,"[""rm_buy_review_flag""]",PRIORITIZE_SINGLE_RM_SIGNAL_BUCKET,0,[],NO_HP_LEFT_TAIL_RISK_FLAG,APPLY_MANUAL_LIVE_MACRO_PERMISSION_UNTIL_PIT_MACRO_VALIDATED,FORWARD_VALIDATE_AKG_THEME_ACCELERATION_AND_T5_RESCAN,exception_research_or_starter_underwriting,[]
top15_rm1_priority_max2_rm2plus,2022Q1,1,right_tail_exception,1,ARLO,114.0,-8.7087,-8.8088,-12.2122,-21.021,-29.1291,3/2/22,3/2/22,,91,,,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,,,,,,,,,,0,RM1 - Low-price dislocation momentum,RM2 - Weak-bucket acceleration,,,1,,,,,,,,0,,,,29,0,,,,,,Repricing momentum priority,6,,0,0,False,False,9.99,35.73,,0,-2,weak,$100M-$500M,Repricing momentum extension,1,1,3,2,inflecting,2,2,3,,,,29,45,11,91,,"{""entry_score_0_100"": 91.0, ""rm_buy_review_flag"": 8.0, ""single_rm_signal_bucket"": 15.0}","[""SINGLE_RM_SIGNAL_BUCKET"", ""RM_BUY_REVIEW""]",high_conviction_top15_v3_exception_sleeve,observed_data_top15_exception_sleeve_not_full_akg_macro_validation,10,1,"[""rm_buy_review_flag""]",PRIORITIZE_SINGLE_RM_SIGNAL_BUCKET,0,[],NO_HP_LEFT_TAIL_RISK_FLAG,APPLY_MANUAL_LIVE_MACRO_PERMISSION_UNTIL_PIT_MACRO_VALIDATED,FORWARD_VALIDATE_AKG_THEME_ACCELERATION_AND_T5_RESCAN,exception_research_or_starter_underwriting,"[""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED""]"
top15_rm1_priority_max2_rm2plus,2022Q1,2,right_tail_exception,2,ASIX,105.0,25.4908,43.9496,57.3103,38.2948,31.4679,2/22/22,2/22/22,,68,,,,,,,,HP0 - High-price broad watchlist,HP1 - Quality pullback re-rater,,,,,HP production extension,HP research extension,1,,,,,1,,,,,,,,0,,,,0,15,,,,,,,0,,1,0,True,False,34.130001,-31.3003,,0.0000,3.0,good,$1B-$2B,,1,1,3,2,inflecting,2,2,3,,,,15,45,9,68,,"{""entry_score_0_100"": 68.0, ""hp_LLM_best"": 8.0, ""hp_signal_count"": 6.0, ""rm_buy_review_flag"": 8.0, ""single_rm_signal_bucket"": 15.0}","[""SINGLE_RM_SIGNAL_BUCKET"", ""RM_BUY_REVIEW"", ""HP_LLM_BEST"", ""HP_SIGNAL"", ""NEAR_THRESHOLD_EXCEPTION""]",high_conviction_top15_v3_exception_sleeve,observed_data_top15_exception_sleeve_not_full_akg_macro_validation,10,1,"[""rm_buy_review_flag""]",PRIORITIZE_SINGLE_RM_SIGNAL_BUCKET,1,"[""hp_LLM_best""]",HP_USEFUL_BUT_HIGHER_LEFT_TAIL_RISK,APPLY_MANUAL_LIVE_MACRO_PERMISSION_UNTIL_PIT_MACRO_VALIDATED,FORWARD_VALIDATE_AKG_THEME_ACCELERATION_AND_T5_RESCAN,exception_research_or_starter_underwriting,"[""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED""]"
top15_rm1_priority_max2_rm2plus,2022Q1,3,right_tail_exception,3,KOS,102.0,26.3158,32.996,45.5466,38.2591,56.6802,3/1/22,3/1/22,,79,,,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,,"Tier 4 - Ultra-distressed tag, not a production tier",,,,,,,,,0,,,,,1,,,,,,,,0,,,,30,0,,,,,,,0,,2,0,True,False,4.94,39.94,,6,4,good,$1B-$2B,,1,1,3,2,inflecting,2,2,3,,,,30,45,6,79,,"{""entry_score_0_100"": 79.0, ""rm_buy_review_flag"": 8.0, ""single_rm_signal_bucket"": 15.0}","[""SINGLE_RM_SIGNAL_BUCKET"", ""RM_BUY_REVIEW""]",high_conviction_top15_v3_exception_sleeve,observed_data_top15_exception_sleeve_not_full_akg_macro_validation,10,1,"[""rm_buy_review_flag""]",PRIORITIZE_SINGLE_RM_SIGNAL_BUCKET,0,[],NO_HP_LEFT_TAIL_RISK_FLAG,APPLY_MANUAL_LIVE_MACRO_PERMISSION_UNTIL_PIT_MACRO_VALIDATED,FORWARD_VALIDATE_AKG_THEME_ACCELERATION_AND_T5_RESCAN,exception_research_or_starter_underwriting,"[""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED""]"
top15_rm1_priority_max2_rm2plus,2022Q1,4,right_tail_exception,4,UFCS,89.0,-3.2586,-3.1535,-0.4555,3.609,8.8647,2/16/22,2/16/22,,75,,,,,,,,HP0 - High-price broad watchlist,,HP2 - Dislocation momentum re-rater,,,,HP production extension,HP research extension,1,,,,,0,,,,,,,,0,,,,0,18,,,,,,,6,,0,0,False,False,28.540001,35.5176,,-3.0000,0.0,mixed,$500M-$1B,,1,1,3,1,inflecting,2,2,3,,,,18,45,6,75,,"{""entry_score_0_100"": 75.0, ""hp_LLM_best"": 8.0, ""hp_signal_count"": 6.0}","[""HP_LLM_BEST"", ""HP_SIGNAL""]",high_conviction_top15_v3_exception_sleeve,observed_data_top15_exception_sleeve_not_full_akg_macro_validation,10,0,[],NO_RM_SIGNAL_BUCKET_PRIORITY,1,"[""hp_LLM_best""]",HP_USEFUL_BUT_HIGHER_LEFT_TAIL_RISK,APPLY_MANUAL_LIVE_MACRO_PERMISSION_UNTIL_PIT_MACRO_VALIDATED,FORWARD_VALIDATE_AKG_THEME_ACCELERATION_AND_T5_RESCAN,exception_research_or_starter_underwriting,"[""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED""]"
top15_rm1_priority_max2_rm2plus,2022Q1,5,right_tail_exception,5,CROX,85.0,-11.4343,-22.6042,-13.846,-22.784,-41.5697,2/17/22,2/17/22,,71,,,,,,,,HP0 - High-price broad watchlist,HP1 - Quality pullback re-rater,,,,,HP production extension,HP research extension,1,,,,,0,,,,,,,,0,,,,0,15,,,,,,,0,,0,0,False,True,94.540001,-36.0352,,-2.0000,6.0,strong,$1B-$2B,,1,1,3,2,inflecting,2,2,3,,,,15,45,11,71,,"{""entry_score_0_100"": 71.0, ""hp_LLM_best"": 8.0, ""hp_signal_count"": 6.0}","[""HP_LLM_BEST"", ""HP_SIGNAL""]",high_conviction_top15_v3_exception_sleeve,observed_data_top15_exception_sleeve_not_full_akg_macro_validation,10,0,[],NO_RM_SIGNAL_BUCKET_PRIORITY,1,"[""hp_LLM_best""]",HP_USEFUL_BUT_HIGHER_LEFT_TAIL_RISK,APPLY_MANUAL_LIVE_MACRO_PERMISSION_UNTIL_PIT_MACRO_VALIDATED,FORWARD_VALIDATE_AKG_THEME_ACCELERATION_AND_T5_RESCAN,exception_research_or_starter_underwriting,"[""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED""]"
high_conviction_top15_v3_exception_sleeve,2022Q2,1,right_tail_exception,1,KOS,117.0,11.6129,24.8387,31.129,-13.871,-5,5/10/22,5/10/22,,86,,,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,,,,,,,,,,0,RM1 - Low-price dislocation momentum,RM2 - Weak-bucket acceleration,,RM4 - Persistent repricing wave,1,,,,,,,,0,,,,29,0,,,,,,Repricing momentum priority,11,,4,0,False,False,6.2,25.51,39.94,-8,-4,weak,$100M-$500M,Repricing momentum extension,1,1,3,1,inflecting,2,2,3,,,,29,45,5,86,,"{""entry_score_0_100"": 86.0, ""market_repricing_score_gte_10"": 8.0, ""rm_buy_review_flag"": 8.0, ""single_rm_signal_bucket"": 15.0}","[""SINGLE_RM_SIGNAL_BUCKET"", ""RM_BUY_REVIEW"", ""NEAR_THRESHOLD_EXCEPTION""]",high_conviction_top15_v3_exception_sleeve,observed_data_top15_exception_sleeve_not_full_akg_macro_validation,10,1,"[""rm_buy_review_flag""]",PRIORITIZE_SINGLE_RM_SIGNAL_BUCKET,0,[],NO_HP_LEFT_TAIL_RISK_FLAG,APPLY_MANUAL_LIVE_MACRO_PERMISSION_UNTIL_PIT_MACRO_VALIDATED,FORWARD_VALIDATE_AKG_THEME_ACCELERATION_AND_T5_RESCAN,exception_research_or_starter_underwriting,"[""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED""]"
high_conviction_top15_v3_exception_sleeve,2022Q2,2,right_tail_exception,2,TH,117.0,-10.6767,-4.5113,-0.7519,36.391,84.3609,5/11/22,5/11/22,,86,,,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,,,,,,,,,,0,RM1 - Low-price dislocation momentum,RM2 - Weak-bucket acceleration,,RM4 - Persistent repricing wave,1,,,,,,,,0,,,,29,0,,,,,,Repricing momentum priority,11,,4,0,True,False,6.65,35.71,22.5,-10,-4,weak,<$100M,Repricing momentum extension,1,1,3,1,inflecting,2,2,3,,,,29,45,5,86,,"{""entry_score_0_100"": 86.0, ""market_repricing_score_gte_10"": 8.0, ""rm_buy_review_flag"": 8.0, ""single_rm_signal_bucket"": 15.0}","[""SINGLE_RM_SIGNAL_BUCKET"", ""RM_BUY_REVIEW"", ""NEAR_THRESHOLD_EXCEPTION""]",high_conviction_top15_v3_exception_sleeve,observed_data_top15_exception_sleeve_not_full_akg_macro_validation,10,1,"[""rm_buy_review_flag""]",PRIORITIZE_SINGLE_RM_SIGNAL_BUCKET,0,[],NO_HP_LEFT_TAIL_RISK_FLAG,APPLY_MANUAL_LIVE_MACRO_PERMISSION_UNTIL_PIT_MACRO_VALIDATED,FORWARD_VALIDATE_AKG_THEME_ACCELERATION_AND_T5_RESCAN,exception_research_or_starter_underwriting,"[""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED""]"
