quarter,ticker,event_date,revenue_bucket,revenue_value_millions,avg_dollar_volume_60d,earnings_score,earnings_score_bucket,guidance_torque,earnings_torque,segment_wave_torque,margin_quality,warning_penalty,guidance_vs_current_pct,score_status,score_missing_fields,extraction_source,quarter_revenue_millions,quarter_revenue_yoy_pct,guidance_revenue_millions,numeric_evidence_count,guidance_evidence_count,wave_or_demand_evidence_count,warning_or_risk_evidence_count,exhibit_doc_count,exhibit_text_len,tradable_date,entry_open,return_10d_pct,return_20d_pct,return_30d_pct,return_60d_pct,return_90d_pct,adv_bucket,sector_gics
2024Q3,JOBY,2024-08-07,<$100M,0.0,24950011.02,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,5,4,6,6,2,38023,2024-08-08,5.030000,2.9821,-1.7893,-0.7952,18.8867,0.7952,$10M-$50M ADV,
2024Q3,JOE,2024-07-24,<$100M,72.991,10188175.77,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,111.6,,,6,4,6,6,1,25378,2024-07-25,61.139999,-8.0635,-5.8554,-1.8646,-1.1776,-7.0821,$10M-$50M ADV,
2024Q3,JXN,2024-08-07,<$100M,-764.0,48093323.3,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,1400,,,6,1,6,6,1,25475,2024-08-08,79.440002,11.5937,8.4970,1.4225,21.9537,43.1772,$10M-$50M ADV,
2024Q3,KROS,2024-08-07,<$100M,0.0,17000546.09,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,0,3,6,4,1,8511,2024-08-08,44.810001,5.6461,0.5579,20.2410,34.1665,48.2928,$10M-$50M ADV,
2024Q3,KRUS,2024-07-09,<$100M,83.262,15542040.84,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,63.1,,,6,4,6,6,2,23618,2024-07-10,56.029999,-6.0860,-0.8210,2.9092,9.0844,46.9213,$10M-$50M ADV,
2024Q3,KRYS,2024-08-05,<$100M,0.0,67233053.26,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,70.3,,,6,6,6,6,1,21966,2024-08-06,182.399994,5.4825,9.9287,2.0066,-4.0570,-6.3322,>$50M ADV,
2024Q3,KYMR,2024-08-07,<$100M,9.466,18403298.14,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,25.7,,,2,6,6,4,1,18157,2024-08-08,40.770000,9.2715,19.0091,13.4167,3.5320,21.3637,$10M-$50M ADV,
2024Q3,LEU,2024-08-06,<$100M,66.9,11415167.6,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,12.7,,,6,2,6,6,1,30012,2024-08-07,43.790001,-10.8244,-9.8653,-19.2510,47.6593,72.9390,$10M-$50M ADV,
2024Q3,LGND,2024-08-06,<$100M,43.979,11439251.99,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct,regex_fallback,41.5,,140,6,6,6,6,1,39200,2024-08-07,100.000000,3.5900,6.3300,1.1400,2.6200,11.1300,$10M-$50M ADV,
2024Q3,LIF,2024-08-08,<$100M,68.143,10379289.46,,not_scored,,,,,,,missing_required_data,guidance_revenue_millions,regex_fallback,304.8,23,,6,6,6,6,1,54461,2024-08-09,32.900002,13.4346,19.7264,2.5532,24.4681,42.9787,$10M-$50M ADV,
2024Q3,LQDA,2024-08-07,<$100M,4.493,10519549.45,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,3.7,,,2,0,6,6,1,16560,2024-08-08,10.820000,-9.5194,-11.8299,-14.8798,3.0499,-1.6636,$10M-$50M ADV,
2024Q3,LXP,2024-07-31,<$100M,85.075,20964033.47,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,85.8,,,6,6,6,6,2,102539,2024-08-01,51.950001,-8.0847,-5.0048,-0.8662,-3.2724,-8.7584,$10M-$50M ADV,
2024Q3,MARA,2024-08-01,<$100M,51.132,882886300.71,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,145.1,,,5,2,6,6,1,19926,2024-08-02,17.709999,-14.6810,-4.7995,-13.8340,-14.9068,-5.3077,>$50M ADV,
2024Q3,MDGL,2024-08-07,<$100M,0.0,113181124.27,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,14.6,,,5,5,6,4,1,17112,2024-08-08,241.179993,6.4475,3.9846,-1.0324,-10.9254,40.2355,>$50M ADV,
2024Q3,MGNX,2024-08-06,<$100M,24.496,16305250.77,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,10.8,,,6,6,6,3,1,16257,2024-08-07,3.500000,1.4286,-2.0000,-7.1429,2.5714,7.7143,$10M-$50M ADV,
2024Q3,MNKD,2024-08-07,<$100M,40.626,10614678.28,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,275,,,6,4,6,6,1,23917,2024-08-08,5.110000,4.6967,15.4599,19.3738,24.0704,45.5969,$10M-$50M ADV,Healthcare
2024Q3,MRVI,2024-08-07,<$100M,79.025,18015422.03,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,73.4,,,6,6,6,6,1,27520,2024-08-08,8.610000,7.3171,6.3879,3.0197,-9.0592,-6.7364,$10M-$50M ADV,
2024Q3,NAVI,2024-07-24,<$100M,72.0,13219135.95,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,81,,,6,6,6,6,2,71231,2024-07-25,15.800000,-8.4810,-4.1139,1.5823,-0.5696,-3.3544,$10M-$50M ADV,
2024Q3,NTLA,2024-08-08,<$100M,12.606,37442038.15,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,7,,,1,4,6,6,1,20712,2024-08-09,22.400000,4.6429,2.6786,-11.4732,-20.1339,-28.5714,$10M-$50M ADV,
2024Q3,NTST,2024-07-29,<$100M,29.452,12791644.96,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,6,6,6,6,2,81528,2024-07-30,16.969999,-9.3695,-3.8303,-1.3553,-2.5928,-7.0713,$10M-$50M ADV,
2024Q3,NVTS,2024-08-05,<$100M,13.358,10453719.98,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct,regex_fallback,20.5,,22,4,6,6,6,1,19070,2024-08-06,3.230000,-4.0248,-3.4056,-24.7678,-25.0774,-19.1951,$10M-$50M ADV,
2024Q3,OCUL,2024-08-07,<$100M,13.374,16083931.55,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,16.4,,,2,4,6,6,1,17337,2024-08-08,8.370000,4.3011,7.4074,-0.1195,13.2616,30.7049,$10M-$50M ADV,
2024Q3,OUST,2024-08-13,<$100M,17.23,12415286.16,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,27,,,6,6,6,6,1,21808,2024-08-14,9.120000,-16.7763,-27.6316,-26.9737,-22.3684,7.1272,$10M-$50M ADV,
2024Q3,OWL,2024-08-01,<$100M,85.864,106213578.25,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,6,6,6,6,2,52036,2024-08-02,17.010000,-0.4115,1.8225,0.2351,14.6972,31.4521,>$50M ADV,
2024Q3,PFS,2024-07-26,<$100M,15.085,18519711.87,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,6,1,6,6,1,64176,2024-07-29,19.100000,-10.7853,-4.7644,-1.3089,-4.0314,1.1518,$10M-$50M ADV,
2024Q3,PFSI,2024-07-23,<$100M,2.195,21209107.86,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,406.1,,,6,3,6,6,2,61761,2024-07-24,99.339996,-4.2581,-1.4898,3.0703,13.1568,4.3286,$10M-$50M ADV,
2024Q3,PMT,2024-07-23,<$100M,75.673,11083189.43,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,14.6,,,6,6,6,6,2,57839,2024-07-24,13.870000,-5.1190,-3.1002,1.0815,2.0908,-1.4420,$10M-$50M ADV,
2024Q3,PTGX,2024-08-06,<$100M,0.0,20558934.81,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,300,,,6,6,6,6,1,15054,2024-08-07,36.630001,14.3871,15.3699,13.2951,19.5741,25.3071,$10M-$50M ADV,
2024Q3,RCKT,2024-08-05,<$100M,0.0,17912470.67,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,0,3,6,6,1,13834,2024-08-06,20.850000,-9.0168,-6.2830,-11.1271,-19.5683,-19.3285,$10M-$50M ADV,
2024Q3,RCUS,2024-08-08,<$100M,25.0,11418587.12,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,39,,,3,6,6,6,1,18627,2024-08-09,14.900000,16.1745,16.3087,9.4631,17.2483,10.4698,$10M-$50M ADV,
2024Q3,RENT,2024-09-05,<$100M,74.2,28810486.4,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,78.9,,,6,6,6,6,1,25846,2024-09-06,13.650000,-24.6154,-27.2527,-28.8645,-18.8278,-17.5824,$10M-$50M ADV,
2024Q3,RGEN,2024-07-30,<$100M,30.59,96201860.63,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,154,,,6,6,6,5,1,24309,2024-07-31,160.970001,1.6214,-6.6534,-6.2372,-7.5480,-16.2142,>$50M ADV,
2024Q3,RIOT,2024-07-31,<$100M,73.236,234826393.24,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,70,,,6,6,6,6,2,47946,2024-08-01,10.100000,-24.6535,-17.3267,-32.8713,-26.5347,3.7624,>$50M ADV,
2024Q3,RKLB,2024-08-08,<$100M,54.895,32729365.91,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,106,,,5,5,6,6,1,24565,2024-08-09,5.350000,34.3925,16.4486,14.7664,75.8879,151.5888,$10M-$50M ADV,
2024Q3,ROIV,2024-08-08,<$100M,61.28,53134630.85,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,6,6,6,6,1,16726,2024-08-09,10.850000,5.8986,10.7834,15.2074,3.9631,8.3871,>$50M ADV,
2024Q3,ROOT,2024-08-07,<$100M,70.1,29929637.09,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,6,2,6,6,1,39238,2024-08-08,48.419998,1.0739,-13.5068,-22.3668,-21.9744,52.3751,$10M-$50M ADV,
2024Q3,RVMD,2024-08-07,<$100M,7.014,50151351.1,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,3.8,,,2,6,6,6,1,17400,2024-08-08,40.099998,8.8529,6.3591,5.0374,18.0549,48.1796,>$50M ADV,
2024Q3,RXRX,2024-08-08,<$100M,12.134,46029682.4,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,1000,,,6,6,6,6,3,122190,2024-08-09,6.830000,4.6852,8.4919,-10.3953,-5.7101,1.4641,$10M-$50M ADV,
2024Q3,RXST,2024-08-05,<$100M,17.489,24855767.57,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,34.9,,,4,6,6,6,1,14444,2024-08-06,50.410000,4.7213,10.8113,6.1297,-4.3047,1.6663,$10M-$50M ADV,
2024Q3,RYTM,2024-08-06,<$100M,3.154,22577454.25,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,29.1,,,5,5,6,6,1,27488,2024-08-07,44.709999,5.3456,6.0837,10.1543,5.5692,25.8108,$10M-$50M ADV,
2024Q3,SILA,2024-08-06,<$100M,49.644,27459282.14,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,6,3,6,6,1,27208,2024-08-07,23.480000,-4.0886,2.9387,9.2419,7.5809,8.1346,$10M-$50M ADV,
2024Q3,SLNO,2024-08-07,<$100M,0.002,21997235.51,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,100,,,1,0,6,6,1,12482,2024-08-08,42.889999,19.3985,9.6293,13.6629,11.0515,32.5717,$10M-$50M ADV,
2024Q3,SMMT,2024-08-06,<$100M,0.705,28725321.67,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,4,5,6,6,2,49822,2024-08-07,9.500000,28.9474,41.7895,29.1579,99.1579,114.6316,$10M-$50M ADV,
2024Q3,SMR,2024-08-08,<$100M,5.505,38366486.93,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,1,,,3,2,6,6,1,8699,2024-08-09,8.280000,13.7681,-1.6908,-8.5749,55.7971,161.7150,$10M-$50M ADV,
2024Q3,SOFI,2024-07-30,<$100M,95.482,279527748.06,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,599,,,6,6,6,6,1,62842,2024-07-31,7.480000,-13.3690,-1.4706,6.8182,5.0802,39.9733,>$50M ADV,
2024Q3,SOUN,2024-08-08,<$100M,16.046,110605142.8,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,13.5,,,6,4,6,6,2,25073,2024-08-09,5.100000,-2.9412,-5.0980,-9.4118,-8.2353,36.2745,>$50M ADV,
2024Q3,SPT,2024-08-01,<$100M,75.212,43358130.2,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,99.4,,,6,6,6,6,2,64243,2024-08-02,34.230000,-8.9395,-7.0698,-14.4902,-17.0318,-22.6117,$10M-$50M ADV,
2024Q3,SRRK,2024-08-08,<$100M,33.193,10211990.67,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,0,6,6,6,2,47316,2024-08-09,8.300000,13.2530,12.2892,2.2892,255.3012,248.7952,$10M-$50M ADV,
2024Q3,STAA,2024-08-07,<$100M,73.528,25543387.25,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,99,,,6,6,6,6,2,45961,2024-08-08,40.720001,-5.9676,-21.6356,-26.2033,-16.0118,-24.2141,$10M-$50M ADV,
2024Q3,STOK,2024-08-07,<$100M,5.152,12113108.09,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,4,2,6,6,1,15521,2024-08-08,14.240000,4.2135,-3.5815,7.7949,-19.9438,-6.9522,$10M-$50M ADV,
2024Q3,TARS,2024-08-08,<$100M,2.5,20805663.52,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,65.5,,,0,0,6,6,1,19610,2024-08-09,27.000000,-1.8148,2.2222,15.7407,25.9259,73.2963,$10M-$50M ADV,
2024Q3,TCBI,2024-07-18,<$100M,0.238,21918096.5,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,6,5,6,6,2,57594,2024-07-19,65.309998,0.7350,-8.8654,-4.1647,10.1516,23.3196,$10M-$50M ADV,
2024Q3,TMDX,2024-07-31,<$100M,41.554,108431094.79,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,114.3,,,5,3,6,4,1,11680,2024-08-01,164.839996,-1.0980,4.9199,-3.3123,-4.7561,-50.3033,>$50M ADV,
2024Q3,UE,2024-07-31,<$100M,99.441,16133475.24,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,6,6,6,6,2,136162,2024-08-01,20.410000,-4.3116,-1.0779,1.8128,4.8016,10.6810,$10M-$50M ADV,
2024Q3,VCEL,2024-08-01,<$100M,41.017,17588967.02,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,52.7,,,6,5,6,5,1,15401,2024-08-02,46.970001,-3.2361,1.1284,4.4071,-14.7328,-6.2380,$10M-$50M ADV,
2024Q3,VCYT,2024-08-06,<$100M,82.422,15955162.66,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,114.4,,,6,5,6,6,1,26086,2024-08-07,26.200001,23.4351,22.1374,9.0458,29.2748,37.1374,$10M-$50M ADV,
2024Q3,VIR,2024-08-01,<$100M,62.957,11241938.69,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,3.1,,,2,6,6,6,1,20621,2024-08-02,9.380000,-9.7015,-11.3006,-17.0576,-19.4030,-20.1493,$10M-$50M ADV,
2024Q3,VKTX,2024-07-24,<$100M,0.0,216884309.49,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,1,6,6,6,1,26941,2024-07-25,59.000000,-11.8644,-1.3559,11.0508,10.1864,2.3559,>$50M ADV,
2024Q3,VRDN,2024-08-08,<$100M,0.462,13078758.95,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,0,2,6,5,1,14292,2024-08-09,15.270000,3.6673,-1.7682,-7.0727,53.2416,61.8206,$10M-$50M ADV,
2024Q3,VRE,2024-07-24,<$100M,62.598,10152531.79,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,82,,,6,6,6,6,2,104660,2024-07-25,15.700000,-1.0828,4.3949,7.8344,13.8853,11.0191,$10M-$50M ADV,
2024Q3,VRRM,2024-08-08,<$100M,24.346,26481724.85,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,222.4,,,6,6,6,6,1,31762,2024-08-09,25.000000,10.0800,9.7600,5.9600,9.7200,-6.9600,$10M-$50M ADV,
2024Q3,WAFD,2024-07-17,<$100M,12.541,11295184.23,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,6,1,6,6,2,47935,2024-07-18,33.590000,5.2396,-1.9649,4.4656,7.0557,9.4671,$10M-$50M ADV,Financials
2024Q3,WGS,2024-07-30,<$100M,43.139,10833378.9,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,265,,,6,6,6,6,2,42484,2024-07-31,35.000000,-4.3429,-2.0571,-8.7429,21.2571,140.0571,$10M-$50M ADV,
2024Q3,WULF,2024-08-12,<$100M,9.205,58936641.53,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,35.6,,,6,6,6,6,2,47844,2024-08-13,3.650000,35.0685,4.6575,18.0822,23.0137,141.6438,>$50M ADV,
2024Q3,XENE,2024-08-08,<$100M,0.311,15067473.72,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,6,6,6,6,1,16435,2024-08-09,36.919998,7.1777,9.1549,4.5775,11.1051,23.8895,$10M-$50M ADV,
2024Q3,XPOF,2024-08-01,<$100M,2.98,10790541.49,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,76.5,,,6,6,6,6,1,32206,2024-08-02,10.000000,41.2000,39.5000,26.6000,18.7000,22.5000,$10M-$50M ADV,
2024Q3,ZLAB,2024-08-06,<$100M,62.797,11008084.78,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,100.1,,,3,6,6,6,1,22969,2024-08-07,20.500000,-17.1220,-5.7073,-3.1707,28.5366,50.8293,$10M-$50M ADV,
2024Q3,ZNTL,2024-08-09,<$100M,0.0,10040477.96,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,0,1,6,6,1,14299,2024-08-12,3.330000,-7.5075,-3.0030,-2.4024,-10.2102,21.0210,$10M-$50M ADV,
