quarter,ticker,event_date,revenue_bucket,revenue_value_millions,avg_dollar_volume_60d,earnings_score,earnings_score_bucket,guidance_torque,earnings_torque,segment_wave_torque,margin_quality,warning_penalty,guidance_vs_current_pct,score_status,score_missing_fields,extraction_source,quarter_revenue_millions,quarter_revenue_yoy_pct,guidance_revenue_millions,numeric_evidence_count,guidance_evidence_count,wave_or_demand_evidence_count,warning_or_risk_evidence_count,exhibit_doc_count,exhibit_text_len,tradable_date,entry_open,return_10d_pct,return_20d_pct,return_30d_pct,return_60d_pct,return_90d_pct
2024Q3,PEBO,2024-07-23,<$100M,18.905,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,6,6,6,6,3,98419,2024-07-24,33.290001,-11.5350,-10.6939,-4.3256,-9.1018,-8.0505
2024Q3,PFS,2024-07-26,<$100M,15.085,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,6,1,6,6,1,64176,2024-07-29,19.100000,-10.7853,-4.7644,-1.3089,-4.0314,1.1518
2024Q3,PFSI,2024-07-23,<$100M,2.195,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,406.1,,,6,3,6,6,2,61761,2024-07-24,99.339996,-4.2581,-1.4898,3.0703,13.1568,4.3286
2024Q3,PGC,2024-07-23,<$100M,62.037,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,56.6,,,6,1,6,6,1,53825,2024-07-24,28.840000,-11.5811,-11.3384,-2.4619,-4.7850,0.4508
2024Q3,PHAT,2024-08-08,<$100M,0.0,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,7.3,,,2,2,6,6,1,16814,2024-08-09,11.880000,8.5017,37.2054,48.1481,38.7205,55.7239
2024Q3,PHR,2024-09-04,<$100M,83.845,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,102.1,,,6,6,6,6,2,78222,2024-09-05,24.500000,-0.1633,-8.3673,-12.7347,-24.6531,-13.6327
2024Q3,PHUN,2024-08-08,<$100M,1.344,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,1,,,0,0,6,6,1,12508,2024-08-09,3.480000,0.5747,-3.4483,3.4483,9.4828,84.4828
2024Q3,PINE,2024-07-18,<$100M,11.156,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,6,6,6,6,2,57551,2024-07-19,16.910000,1.9515,-0.0591,3.6073,9.2253,4.4944
2024Q3,PKST,2024-08-08,<$100M,66.973,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,56,,,6,1,6,6,1,31745,2024-08-09,12.000000,6.3333,9.7500,13.2500,13.3333,16.5833
2024Q3,PLRX,2024-08-07,<$100M,1.332,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,0,2,6,5,1,12418,2024-08-08,12.600000,5.1587,2.2222,2.2222,-11.7460,24.6032
2024Q3,PMT,2024-07-23,<$100M,75.673,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,14.6,,,6,6,6,6,2,57839,2024-07-24,13.870000,-5.1190,-3.1002,1.0815,2.0908,-1.4420
2024Q3,PTGX,2024-08-06,<$100M,0.0,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,300,,,6,6,6,6,1,15054,2024-08-07,36.630001,14.3871,15.3699,13.2951,19.5741,25.3071
2024Q3,PUBM,2024-08-08,<$100M,55.407,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,67.3,,,6,5,6,6,1,24758,2024-08-09,13.820000,4.8480,11.8669,1.4472,6.9465,16.3531
2024Q3,PXLW,2024-08-07,<$100M,9.966,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,4,,,0,4,6,6,1,21244,2024-08-08,9.720000,-3.7037,-14.8148,-22.2222,-16.0494,-16.0494
2024Q3,PYXS,2024-08-14,<$100M,16.146,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,0,4,6,6,1,10682,2024-08-15,3.330000,14.4144,5.4054,8.4084,-4.2042,28.5285
2024Q3,QCRH,2024-07-24,<$100M,38.629,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,17.8,,,6,2,6,6,1,45698,2024-07-25,72.480003,-4.2771,-4.4288,5.8361,2.7870,7.6849
2024Q3,QRHC,2024-08-08,<$100M,74.114,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,73.1,,,6,3,6,6,1,12628,2024-08-09,8.250000,-0.3636,6.4242,0.0000,-1.2121,-0.3636
2024Q3,QTRX,2024-08-08,<$100M,28.456,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,34.4,,,6,3,6,6,1,13385,2024-08-09,11.070000,20.5962,19.6025,8.3108,3.3424,36.3144
2024Q3,QTTB,2024-08-08,<$100M,2.947,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,0,6,6,6,1,15264,2024-08-09,35.799999,8.7430,9.6089,28.6592,25.1117,32.5698
2024Q3,QURE,2024-08-01,<$100M,10.523,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,11.1,,,6,6,6,6,1,19720,2024-08-02,7.430000,-2.8264,-12.4495,-25.0336,-37.8197,-23.0148
2024Q3,RCEL,2024-08-08,<$100M,10.55,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,15.1,,,4,6,6,6,1,13828,2024-08-09,8.520000,6.5728,6.9249,6.4554,19.0141,45.5399
2024Q3,RCKT,2024-08-05,<$100M,0.0,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,0,3,6,6,1,13834,2024-08-06,20.850000,-9.0168,-6.2830,-11.1271,-19.5683,-19.3285
2024Q3,RCUS,2024-08-08,<$100M,25.0,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,39,,,3,6,6,6,1,18627,2024-08-09,14.900000,16.1745,16.3087,9.4631,17.2483,10.4698
2024Q3,RDVT,2024-08-09,<$100M,14.626,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,19.1,,,6,4,6,6,2,43202,2024-08-12,26.590000,5.3780,7.9729,5.4908,0.0000,32.1926
2024Q3,RDW,2024-08-07,<$100M,57.605,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,300,,,6,4,6,6,1,33763,2024-08-08,5.640000,22.6950,14.5390,4.6099,36.3475,52.1277
2024Q3,REFI,2024-08-07,<$100M,21.161,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,6,6,6,6,2,44334,2024-08-08,15.300000,1.2418,3.2680,2.6797,0.5882,1.8301
2024Q3,RENT,2024-09-05,<$100M,74.2,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,78.9,,,6,6,6,6,1,25846,2024-09-06,13.650000,-24.6154,-27.2527,-28.8645,-18.8278,-17.5824
2024Q3,REPL,2024-08-08,<$100M,0.0,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,0,5,6,4,1,11739,2024-08-09,9.500000,8.2105,16.4211,10.8421,23.5789,28.5263
2024Q3,REPX,2024-08-07,<$100M,67.012,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,105.4,,,6,6,6,6,1,25658,2024-08-08,24.950001,11.7836,14.4289,1.1623,14.9098,20.5210
2024Q3,RGEN,2024-07-30,<$100M,30.59,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,154,,,6,6,6,5,1,24309,2024-07-31,160.970001,1.6214,-6.6534,-6.2372,-7.5480,-16.2142
2024Q3,RGNX,2024-08-01,<$100M,19.138,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,22.3,,,2,6,6,6,1,18180,2024-08-02,12.320000,-3.0032,-5.3571,-7.9545,-17.1266,-30.2760
2024Q3,RIGL,2024-08-06,<$100M,26.07,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,36.8,,,6,2,6,6,1,19958,2024-08-07,10.500000,21.0476,25.8095,26.8571,46.5714,38.0952
2024Q3,RIOT,2024-07-31,<$100M,73.236,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,70,,,6,6,6,6,2,47946,2024-08-01,10.100000,-24.6535,-17.3267,-32.8713,-26.5347,3.7624
2024Q3,RKLB,2024-08-08,<$100M,54.895,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,106,,,5,5,6,6,1,24565,2024-08-09,5.350000,34.3925,16.4486,14.7664,75.8879,151.5888
2024Q3,RLAY,2024-08-06,<$100M,0.226,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,0,4,6,6,1,13822,2024-08-07,6.970000,3.7303,2.4390,-10.4735,-9.0387,-14.6341
2024Q3,RMAX,2024-08-08,<$100M,85.401,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,78.5,,,6,6,6,6,1,39094,2024-08-09,9.190000,17.8455,23.6126,19.2601,27.4211,39.8259
2024Q3,RNAC,2024-08-08,<$100M,5.938,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,30,,,4,6,6,6,1,19445,2024-08-09,12.910000,13.5554,15.4919,1.6266,86.8319,60.9605
2024Q3,ROIV,2024-08-08,<$100M,61.28,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,6,6,6,6,1,16726,2024-08-09,10.850000,5.8986,10.7834,15.2074,3.9631,8.3871
2024Q3,ROOT,2024-08-07,<$100M,70.1,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,6,2,6,6,1,39238,2024-08-08,48.419998,1.0739,-13.5068,-22.3668,-21.9744,52.3751
2024Q3,RPAY,2024-08-08,<$100M,74.537,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,6,6,6,6,3,103818,2024-08-09,8.710000,-3.7887,-3.0999,-8.4960,-9.6441,0.0000
2024Q3,RPC,2024-08-08,<$100M,57.253,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,71.1,,,6,6,6,6,2,88783,2024-08-09,10.070000,2.4826,-1.0924,-0.4965,9.0367,12.8103
2024Q3,RUM,2024-08-12,<$100M,17.615,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,22.5,,,3,3,6,6,1,30923,2024-08-13,6.000000,-1.1667,-8.5000,-9.0000,-8.8333,20.1667
2024Q3,RVMD,2024-08-07,<$100M,7.014,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,3.8,,,2,6,6,6,1,17400,2024-08-08,40.099998,8.8529,6.3591,5.0374,18.0549,48.1796
2024Q3,RXRX,2024-08-08,<$100M,12.134,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,1000,,,6,6,6,6,3,122190,2024-08-09,6.830000,4.6852,8.4919,-10.3953,-5.7101,1.4641
2024Q3,RXST,2024-08-05,<$100M,17.489,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,34.9,,,4,6,6,6,1,14444,2024-08-06,50.410000,4.7213,10.8113,6.1297,-4.3047,1.6663
2024Q3,RYTM,2024-08-06,<$100M,3.154,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,29.1,,,5,5,6,6,1,27488,2024-08-07,44.709999,5.3456,6.0837,10.1543,5.5692,25.8108
2024Q3,SAFE,2024-07-29,<$100M,78.329,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,89.9,,,6,6,6,6,2,45306,2024-07-30,22.670000,1.1910,5.3374,9.3957,15.7036,3.7495
2024Q3,SAMG,2024-08-01,<$100M,29.43,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,1.3,,,6,2,6,6,1,36401,2024-08-02,16.440001,-9.3674,-6.0827,-3.7105,2.2506,6.0219
2024Q3,SBFM,2024-08-19,<$100M,4.894,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,3,2,6,6,1,4972,2024-08-20,3.030000,-6.2706,-5.2805,8.9109,0.9901,-24.4224
2024Q3,SCLX,2024-07-01,<$100M,10.582,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,22,,,1,1,6,6,2,19976,2024-07-02,68.599998,-1.0204,-11.2245,-23.4694,-43.8775,-52.8061
2024Q3,SD,2024-08-07,<$100M,43.147,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,6,6,6,5,1,30949,2024-08-08,12.500000,5.6800,6.7200,-4.4000,3.6000,-5.6800
2024Q3,SEI,2024-07-10,<$100M,82.722,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,70,,,3,6,6,6,3,41098,2024-07-11,11.310000,8.0460,16.2688,3.2714,-0.2653,19.2750
2024Q3,SEMR,2024-08-05,<$100M,70.87,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,91,,,6,6,6,6,1,24788,2024-08-06,13.960000,-1.3610,-0.4298,-4.7994,-1.8625,-6.3037
2024Q3,SENS,2024-08-08,<$100M,4.137,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,4.9,,,4,6,6,6,1,11647,2024-08-09,7.800000,4.8718,-1.5385,-13.3333,-13.8462,-9.4872
2024Q3,SERA,2024-08-07,<$100M,0.1,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,2,0,6,4,1,10885,2024-08-08,7.170000,-0.4184,-5.9972,1.8131,-3.4868,21.8968
2024Q3,SEVN,2024-07-29,<$100M,9.347,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,6,5,6,6,2,38331,2024-07-30,13.540000,-6.0561,-0.6647,2.2895,1.6987,0.2216
2024Q3,SGHT,2024-08-01,<$100M,18.824,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,21.4,,,6,6,6,6,2,47056,2024-08-02,7.120000,-18.6798,-11.2360,-11.6573,-14.8876,-29.7753
2024Q3,SGMT,2024-08-14,<$100M,2.0,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,0,5,6,6,2,40730,2024-08-15,2.600000,19.6154,10.7692,34.6154,99.6154,131.5385
2024Q3,SIBN,2024-08-05,<$100M,32.708,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,165,,,6,6,6,6,1,11901,2024-08-06,15.140000,-8.3884,12.3514,4.5575,-12.5495,-9.9736
2024Q3,SIGA,2024-08-01,<$100M,8.323,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,21,,,5,1,6,6,1,13241,2024-08-02,8.620000,6.4965,8.3527,-10.4408,-19.1415,-16.2413
2024Q3,SILA,2024-08-06,<$100M,49.644,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,6,3,6,6,1,27208,2024-08-07,23.480000,-4.0886,2.9387,9.2419,7.5809,8.1346
2024Q3,SKYT,2024-08-07,<$100M,66.094,,,not_scored,,,,,,,missing_required_data,guidance_revenue_millions,regex_fallback,93.3,34,,6,5,6,6,1,28483,2024-08-08,7.350000,38.7755,21.0884,18.2313,14.9660,34.5578
2024Q3,SLNH,2024-08-16,<$100M,3.082,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,9.7,,,6,2,6,6,2,8263,2024-08-19,4.610000,-12.3644,-33.8395,-37.9610,-8.4599,-27.7657
2024Q3,SLNO,2024-08-07,<$100M,0.002,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,100,,,1,0,6,6,1,12482,2024-08-08,42.889999,19.3985,9.6293,13.6629,11.0515,32.5717
2024Q3,SLP,2024-07-02,<$100M,27.714,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,6,3,6,5,1,10280,2024-07-03,42.849998,-0.6534,-5.3209,-9.9183,-19.0898,-27.0712
2024Q3,SMID,2024-08-14,<$100M,12.842,,,not_scored,,,,,,,missing_required_data,guidance_revenue_millions,regex_fallback,19.5,32,,6,3,6,5,1,7392,2024-08-15,29.500000,20.1017,7.1186,16.1017,11.7627,26.0678
2024Q3,SMMT,2024-08-06,<$100M,0.705,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,4,5,6,6,2,49822,2024-08-07,9.500000,28.9474,41.7895,29.1579,99.1579,114.6316
2024Q3,SMR,2024-08-08,<$100M,5.505,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,1,,,3,2,6,6,1,8699,2024-08-09,8.280000,13.7681,-1.6908,-8.5749,55.7971,161.7150
2024Q3,SMTI,2024-08-12,<$100M,15.522,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,20.2,,,4,2,6,6,2,23677,2024-08-13,28.250000,23.1504,22.0531,22.7611,12.8142,23.8938
2024Q3,SMXT,2024-08-15,<$100M,12.868,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,4.5,,,1,1,6,3,1,5666,2024-08-16,3.510000,-7.6923,-69.5157,-73.0484,-74.9288,-70.3704
2024Q3,SNDA,2024-08-12,<$100M,62.073,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,5.7,,,6,4,6,6,1,44074,2024-08-13,29.500000,-5.9661,-7.6271,-11.1525,-21.9322,-16.0678
2024Q3,SNTI,2024-08-13,<$100M,1.286,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,1,4,6,6,1,13042,2024-08-14,1.990000,38.6935,32.1608,54.2714,6.5327,14.0704
2024Q3,SOC,2024-08-13,<$100M,0.0,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,0,3,6,2,1,7208,2024-08-14,14.610000,5.2704,60.3696,54.2779,41.4100,59.4798
2024Q3,SOFI,2024-07-30,<$100M,95.482,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,599,,,6,6,6,6,1,62842,2024-07-31,7.480000,-13.3690,-1.4706,6.8182,5.0802,39.9733
2024Q3,SOUN,2024-08-08,<$100M,16.046,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,13.5,,,6,4,6,6,2,25073,2024-08-09,5.100000,-2.9412,-5.0980,-9.4118,-8.2353,36.2745
2024Q3,SOWG,2024-08-14,<$100M,0.199,,,not_scored,,,,,,,missing_required_data,guidance_revenue_millions,regex_fallback,15.6,37,,6,1,6,6,1,24168,2024-08-15,252.149994,-12.2546,-34.4438,-37.6562,-37.2397,-41.6419
2024Q3,SPOK,2024-07-24,<$100M,33.18,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,6,6,6,6,1,22284,2024-07-25,15.560000,-8.6761,-1.6710,-2.9563,-1.6710,-4.4345
2024Q3,SPT,2024-08-01,<$100M,75.212,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,99.4,,,6,6,6,6,2,64243,2024-08-02,34.230000,-8.9395,-7.0698,-14.4902,-17.0318,-22.6117
2024Q3,SRRK,2024-08-08,<$100M,33.193,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,0,6,6,6,2,47316,2024-08-09,8.300000,13.2530,12.2892,2.2892,255.3012,248.7952
2024Q3,SRTA,2024-08-07,<$100M,45.271,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,38.3,,,6,4,6,6,1,36451,2024-08-08,2.940000,5.7823,4.0816,0.3401,17.3469,27.2109
2024Q3,SRTS,2024-08-08,<$100M,3.414,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,9.2,,,6,2,6,6,1,17760,2024-08-09,6.510000,8.2949,-0.7681,-10.9063,-0.6144,0.4608
2024Q3,SSTI,2024-08-12,<$100M,20.62,,4,medium,3,0,1,0,0,90.7407,scored,,regex_fallback,27,22,51.5,6,6,6,6,1,55338,2024-08-13,14.540000,9.0096,-3.8514,-12.5172,-21.1829,-14.0990
2024Q3,STAA,2024-08-07,<$100M,73.528,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,99,,,6,6,6,6,2,45961,2024-08-08,40.720001,-5.9676,-21.6356,-26.2033,-16.0118,-24.2141
2024Q3,STI,2024-08-16,<$100M,0.0,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,2,1,6,2,1,6104,2024-08-19,15.000000,9.0000,20.3333,11.0000,21.3333,69.6667
2024Q3,STKS,2024-08-06,<$100M,82.556,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,172.5,,,6,3,6,6,1,31100,2024-08-07,3.950000,-3.2911,-2.0253,-16.2025,-8.8608,-12.9114
2024Q3,STOK,2024-08-07,<$100M,5.152,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,4,2,6,6,1,15521,2024-08-08,14.240000,4.2135,-3.5815,7.7949,-19.9438,-6.9522
2024Q3,STRO,2024-08-13,<$100M,12.674,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,25.7,,,1,5,6,5,1,13640,2024-08-14,35.500000,39.7183,23.0986,26.7606,7.8873,14.9296
2024Q3,STTK,2024-08-01,<$100M,0.057,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,0,3,6,6,1,12351,2024-08-02,3.560000,-15.7303,-8.1461,-3.6517,-46.0674,-64.6067
2024Q3,TALK,2024-08-06,<$100M,33.336,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,0.5,,,3,6,6,6,2,29694,2024-08-07,1.710000,2.3392,2.9240,4.6784,37.4269,84.7953
2024Q3,TARS,2024-08-08,<$100M,2.5,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,65.5,,,0,0,6,6,1,19610,2024-08-09,27.000000,-1.8148,2.2222,15.7407,25.9259,73.2963
2024Q3,TBPH,2024-08-05,<$100M,10.417,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,54.5,,,6,6,6,6,2,66262,2024-08-06,8.650000,-5.8959,-5.8959,-5.5491,-6.9364,-5.0867
2024Q3,TCBI,2024-07-18,<$100M,0.238,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,6,5,6,6,2,57594,2024-07-19,65.309998,0.7350,-8.8654,-4.1647,10.1516,23.3196
2024Q3,TCBK,2024-07-25,<$100M,11.197,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,3,1,6,6,1,33632,2024-07-26,47.150002,-12.1951,-9.8197,-4.4963,-10.2863,-6.7444
2024Q3,TCMD,2024-08-05,<$100M,58.846,,,not_scored,,,,,,,missing_required_data,guidance_revenue_millions,regex_fallback,73.2,7,,6,4,6,6,1,25381,2024-08-06,12.150000,6.9136,9.0535,10.2058,14.8148,24.3621
2024Q3,TCRX,2024-08-12,<$100M,6.803,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,0.5,,,0,1,6,6,1,14851,2024-08-13,6.050000,-6.2810,-10.9091,-8.4298,-8.2645,-5.7851
2024Q3,TELA,2024-08-12,<$100M,11.909,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,16.1,,,6,4,6,6,2,32595,2024-08-13,3.200000,-7.5000,-13.7500,-18.7500,-22.1875,-8.1250
2024Q3,TERN,2024-08-05,<$100M,1.0,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,1,4,4,3,1,11725,2024-08-06,8.100000,-10.4938,2.2222,-7.9012,-3.0864,-12.3457
2024Q3,TIVC,2024-08-14,<$100M,0.376,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,2,1,6,6,1,12080,2024-08-15,5.253000,15.5340,8.4142,-10.6796,-25.5663,7.1197
