quarter,ticker,event_date,revenue_bucket,revenue_value_millions,avg_dollar_volume_60d,earnings_score,earnings_score_bucket,guidance_torque,earnings_torque,segment_wave_torque,margin_quality,warning_penalty,guidance_vs_current_pct,score_status,score_missing_fields,extraction_source,quarter_revenue_millions,quarter_revenue_yoy_pct,guidance_revenue_millions,numeric_evidence_count,guidance_evidence_count,wave_or_demand_evidence_count,warning_or_risk_evidence_count,exhibit_doc_count,exhibit_text_len,tradable_date,entry_open,return_10d_pct,return_20d_pct,return_30d_pct,return_60d_pct,return_90d_pct
2024Q3,ESTA,2024-08-06,<$100M,46.524,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,44.1,,,6,5,6,6,1,16587,2024-08-07,33.689999,29.9495,37.3405,23.4491,37.2217,42.1787
2024Q3,EVGO,2024-08-01,<$100M,25.3,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,10,,,6,3,6,6,1,37218,2024-08-02,3.400000,2.9412,10.0000,22.5000,12.9412,130.5882
2024Q3,EWBC,2024-07-23,<$100M,41.219,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,5,2,6,6,1,23709,2024-07-24,85.000000,-9.6118,-8.0588,-0.3647,-3.0588,6.3294
2024Q3,EYPT,2024-08-07,<$100M,7.683,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,9.5,,,2,3,6,6,1,13231,2024-08-08,8.920000,-10.9865,-1.1211,-7.6233,-2.3543,35.4260
2024Q3,EZRA,2024-07-25,<$100M,3.939,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,28,,,3,3,6,6,1,14697,2024-07-26,3.750000,-14.4000,-29.8667,-25.3333,-38.4000,-36.0000
2024Q3,FATE,2024-08-13,<$100M,58.98,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,6.8,,,1,2,6,4,1,19166,2024-08-14,3.380000,14.7929,2.0710,18.9349,-9.7633,-29.5858
2024Q3,FBNC,2024-07-24,<$100M,25.324,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,6,1,6,6,1,29633,2024-07-25,42.000000,-8.2143,-6.8571,0.6429,2.9524,0.9286
2024Q3,FBRT,2024-07-31,<$100M,62.773,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,6,3,6,6,1,23461,2024-08-01,13.320000,-7.8078,-3.1532,0.0000,-1.9519,0.3003
2024Q3,FCEL,2024-09-05,<$100M,75.422,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,23.7,,,6,6,6,6,2,52261,2024-09-06,12.900000,9.3023,-9.3023,-16.2791,-13.9535,-16.7442
2024Q3,FCPT,2024-07-31,<$100M,59.952,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,57.9,,,6,1,6,6,3,63915,2024-08-01,27.709999,-3.2118,-2.3818,2.4901,5.7741,0.6135
2024Q3,FDMT,2024-08-08,<$100M,0.298,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,0,4,6,4,1,14813,2024-08-09,15.680000,-6.1862,-2.7423,-2.7423,-40.1786,-47.1939
2024Q3,FFWM,2024-07-25,<$100M,8.796,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,57.5,,,6,3,6,6,1,58024,2024-07-26,7.130000,-9.1164,-14.5863,-4.7686,-11.7812,6.7321
2024Q3,FHTX,2024-08-08,<$100M,5.309,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,6.9,,,1,5,6,6,2,50886,2024-08-09,5.190000,45.8574,52.0231,80.5395,46.4354,75.5299
2024Q3,FIP,2024-08-02,<$100M,76.494,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,45.6,,,2,0,6,6,1,20899,2024-08-05,8.610000,9.1754,7.3171,2.3229,13.7050,-3.2520
2024Q3,FLG,2024-07-25,<$100M,22.0,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,541,,,6,4,6,6,1,65717,2024-07-26,10.650000,-5.3521,-2.5352,4.6948,2.6291,7.9812
2024Q3,FLGT,2024-08-02,<$100M,66.168,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,71,,,6,6,6,6,2,43491,2024-08-05,23.530001,-0.0850,-1.0200,-8.7548,-11.2197,-8.3723
2024Q3,FLL,2024-08-06,<$100M,50.106,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,73.5,,,2,2,6,6,1,26673,2024-08-07,5.160000,-1.5504,-3.4884,-4.6512,-3.1008,-0.7752
2024Q3,FLYE,2024-07-01,<$100M,21.775,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,32.2,,,6,1,6,6,1,20936,2024-07-02,567.000000,14.4621,12.5220,-84.3034,-88.1129,-89.2063
2024Q3,FLYW,2024-08-06,<$100M,94.357,,,not_scored,,,,,,,missing_required_data,guidance_revenue_millions,regex_fallback,103.7,22,,6,6,6,6,2,47310,2024-08-07,17.500000,-1.7714,1.0286,-0.2857,-6.8000,1.9429
2024Q3,FOLD,2024-08-08,<$100M,86.27,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,126.7,,,6,6,6,6,2,37568,2024-08-09,11.390000,4.3898,-0.7902,1.0536,-11.8525,-3.5997
2024Q3,FPI,2024-07-24,<$100M,12.672,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,0.1,,,6,3,6,6,1,29949,2024-07-25,11.210000,-11.3292,-10.3479,-8.8314,-6.3336,-0.3568
2024Q3,FROG,2024-08-07,<$100M,79.82,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,103,,,6,3,6,6,1,25320,2024-08-08,25.190001,8.9718,8.5351,11.5919,8.0587,25.9230
2024Q3,FULC,2024-07-31,<$100M,7.8,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,80,,,5,5,6,6,1,14957,2024-08-01,9.420000,-4.3524,1.2739,-14.0127,-62.1019,-65.6051
2024Q3,FUNC,2024-07-23,<$100M,16.157,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,7.7,,,6,0,6,6,2,90666,2024-07-24,26.590000,0.4137,3.1591,7.9353,12.6363,17.3749
2024Q3,GABC,2024-07-29,<$100M,27.758,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,27.5,,,6,3,6,6,1,42668,2024-07-30,39.900002,-5.9649,-2.7569,0.1504,-2.8822,1.9799
2024Q3,GBCI,2024-07-18,<$100M,20.879,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,6,3,6,6,1,57954,2024-07-19,43.910000,1.7764,-4.3954,0.1366,2.2546,11.9107
2024Q3,GCBC,2024-07-23,<$100M,3.707,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,6,4,6,6,1,28724,2024-07-24,36.000000,-15.5278,-14.1389,-9.1667,-14.8333,-22.1389
2024Q3,GDYN,2024-08-01,<$100M,80.08,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,83,,,6,6,6,6,1,25745,2024-08-02,13.500000,-5.3333,1.0370,-0.2963,3.4074,17.9259
2024Q3,GENC,2024-08-09,<$100M,38.309,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,6,1,6,6,1,9501,2024-08-12,20.990000,-9.8142,-7.2892,-9.8142,-3.4778,8.0515
2024Q3,GENK,2024-07-31,<$100M,43.862,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,1.6,,,6,2,6,6,1,17349,2024-08-01,8.770000,-11.6306,-0.3421,0.4561,-3.7628,5.4732
2024Q3,GERN,2024-08-08,<$100M,0.021,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,1.2,,,5,2,6,6,1,22913,2024-08-09,4.600000,-3.0435,-0.8696,-4.1304,-7.1739,-6.7391
2024Q3,GKOS,2024-07-31,<$100M,73.899,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,95.7,,,6,6,6,6,3,74606,2024-08-01,111.040001,9.4020,17.0749,19.7767,17.3271,24.8919
2024Q3,GNK,2024-08-07,<$100M,94.391,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,107,,,6,6,6,6,1,44674,2024-08-08,17.840000,-2.5224,-3.1951,-6.7265,3.1390,-5.9978
2024Q3,GNL,2024-08-06,<$100M,94.332,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,203.3,,,6,6,6,6,2,88773,2024-08-07,8.470000,-1.2987,2.1251,3.3058,-1.1806,-8.5006
2024Q3,GOGO,2024-08-07,<$100M,98.597,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,102.1,,,6,6,6,6,1,29634,2024-08-08,7.720000,9.1969,-0.3886,0.1295,-17.7461,3.8860
2024Q3,GOOD,2024-08-06,<$100M,36.554,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,6,0,6,6,1,16198,2024-08-07,14.550000,0.8935,4.2612,4.0550,9.9656,17.1134
2024Q3,GPGI,2024-08-07,<$100M,95.316,,,not_scored,,,,,,,missing_required_data,guidance_revenue_millions,regex_fallback,108.6,10,,6,6,6,6,3,53991,2024-08-08,7.558140,24.1758,29.8901,29.1209,51.4286,70.1099
2024Q3,GREE,2024-08-14,<$100M,15.157,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,13.1,,,6,4,6,6,1,10543,2024-08-15,1.830000,19.6721,-7.1038,-1.6393,21.3115,32.2404
2024Q3,GRND,2024-08-08,<$100M,55.809,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,82,,,6,5,6,6,1,13801,2024-08-09,11.550000,4.7619,4.2424,2.4242,11.8615,27.8788
2024Q3,GRWG,2024-07-23,<$100M,56.827,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct,regex_fallback,53,,53,0,6,6,4,1,6090,2024-07-24,2.500000,-23.2000,-22.8000,-8.0000,-20.0000,-12.8000
2024Q3,GSAT,2024-08-08,<$100M,58.644,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,235,,,6,5,6,6,1,22758,2024-08-09,18.000000,10.8333,9.1667,5.0000,-0.8333,54.1667
2024Q3,GSHD,2024-07-24,<$100M,57.955,,,not_scored,,,,,,,missing_required_data,guidance_revenue_millions,regex_fallback,78.1,13,,6,6,6,6,1,26081,2024-07-25,77.529999,10.5121,9.0417,7.0553,13.5818,23.8617
2024Q3,GTY,2024-07-24,<$100M,43.02,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,4,6,6,6,1,23632,2024-07-25,31.520000,-4.8541,-3.3312,0.7614,1.8401,2.3477
2024Q3,GYRE,2024-08-13,<$100M,24.931,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,25.2,,,6,6,6,6,1,23914,2024-08-14,10.780000,30.0557,13.3581,25.3247,23.7477,48.5158
2024Q3,HASI,2024-08-01,<$100M,69.101,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,95,,,6,6,6,6,1,46255,2024-08-02,31.000000,-2.5484,-0.4194,5.7097,7.7097,12.8710
2024Q3,HCAT,2024-08-07,<$100M,73.868,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,75.9,,,6,6,6,6,2,29701,2024-08-08,6.500000,5.2308,4.9231,15.0769,17.2308,26.9231
2024Q3,HCKT,2024-08-06,<$100M,71.229,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,77.7,,,6,6,6,3,1,20381,2024-08-07,25.680000,2.1807,0.8956,-1.7523,-1.7913,11.4486
2024Q3,HDSN,2024-08-06,<$100M,77.199,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,75.3,,,6,2,6,6,1,16630,2024-08-07,7.150000,11.8881,15.2448,8.9510,8.3916,-17.2028
2024Q3,HIND,2024-08-14,<$100M,2.287,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,2,,,2,2,6,6,1,22630,2024-08-15,1044.000000,-2.7778,-15.0000,-9.4444,-48.7548,-46.1686
2024Q3,HIPO,2024-08-08,<$100M,39.8,,,not_scored,,,,,,,missing_required_data,guidance_revenue_millions,regex_fallback,90,88,,6,6,6,6,1,37815,2024-08-09,20.160000,-2.6786,-1.1409,-9.9206,-13.8889,17.1627
2024Q3,HNST,2024-08-08,<$100M,83.388,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,93,,,6,6,6,6,1,19302,2024-08-09,3.940000,5.5838,10.4061,-0.7614,-12.1827,7.1066
2024Q3,HROW,2024-08-07,<$100M,26.103,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,48.9,,,6,6,6,6,2,47474,2024-08-08,31.480000,25.4130,25.6671,24.9047,60.8640,53.2402
2024Q3,HRTX,2024-08-06,<$100M,1.279,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,36,,,6,6,6,6,1,19109,2024-08-07,2.500000,-20.8000,-22.8000,-28.0000,-21.6000,-29.2000
2024Q3,HSDT,2024-08-12,<$100M,0.111,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,2,1,6,6,1,14404,2024-08-13,585.000000,-6.4103,9.7436,7.0513,-38.4615,-27.5641
2024Q3,HTB,2024-07-24,<$100M,11.13,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,1.1,,,6,4,6,6,1,45945,2024-07-25,34.200001,-5.6140,-4.8538,3.7719,2.4854,-1.8421
2024Q3,HTBK,2024-07-26,<$100M,1.743,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,5,3,6,6,3,101746,2024-07-29,10.700000,-11.3084,-8.4112,-5.1402,-9.6262,-6.7290
2024Q3,HUT,2024-08-13,<$100M,15.647,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,35.2,,,6,2,6,6,1,23852,2024-08-14,11.210000,7.7609,-18.9117,0.2676,8.6530,112.8457
2024Q3,HYMC,2024-08-06,<$100M,33.229,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,1,3,6,3,1,9671,2024-08-07,2.260000,8.4071,0.4425,-10.6195,4.8673,3.9823
2024Q3,HYPD,2024-08-13,<$100M,0.005,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,0.5,,,0,2,6,6,1,14960,2024-08-14,63.200001,-32.9114,-33.7975,-32.0253,-42.1519,-36.0759
2024Q3,IBCP,2024-07-25,<$100M,7.565,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,6,6,6,6,3,66599,2024-07-26,35.189999,-11.3100,-7.5590,-3.5806,-5.9392,-6.9622
2024Q3,IBTA,2024-08-13,<$100M,57.691,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,87.9,,,6,5,6,6,1,24492,2024-08-14,54.410000,5.2748,-0.6616,9.3181,31.6302,40.5992
2024Q3,IIPR,2024-08-06,<$100M,76.067,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,79.8,,,6,6,6,6,2,77469,2024-08-07,115.930000,3.1226,6.3400,4.0887,11.6105,14.1551
2024Q3,IMAX,2024-07-25,<$100M,86.946,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,89,,,6,5,6,6,1,33803,2024-07-26,19.850000,4.5844,0.9068,10.5793,-0.5542,1.1083
2024Q3,IMCR,2024-08-08,<$100M,54.659,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,75.3,,,4,6,6,6,1,31770,2024-08-09,38.419998,-3.9823,-9.8646,-11.8428,-20.4321,-10.6975
2024Q3,IMMR,2024-08-20,<$100M,7.074,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,6,1,6,6,1,15799,2024-08-21,11.380000,-23.3743,-22.3199,-23.9016,-25.8348,-24.6924
2024Q3,IMNM,2024-08-12,<$100M,2.364,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,0,5,2,2,1,8801,2024-08-13,12.740000,21.2716,10.2041,15.4631,-4.6311,4.0816
2024Q3,IMXI,2024-08-07,<$100M,14.425,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,171.5,,,6,4,6,6,1,24712,2024-08-08,17.510000,-3.1411,0.9709,4.6259,-1.2564,5.0257
2024Q3,INDI,2024-08-08,<$100M,40.452,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,52.4,,,6,6,6,6,1,28856,2024-08-09,4.800000,-13.3333,-13.7500,-32.9167,-22.0833,-28.5417
2024Q3,INGN,2024-08-06,<$100M,72.162,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,325,,,4,4,6,6,1,17462,2024-08-07,9.900000,28.2828,31.1111,14.1414,-7.4747,-6.6667
2024Q3,INMB,2024-08-02,<$100M,0.038,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,0,4,6,6,1,17989,2024-08-05,7.630000,-9.9607,-7.6016,-19.3971,-28.4404,-18.0865
2024Q3,INO,2024-08-08,<$100M,0.115,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,0,4,6,6,1,17615,2024-08-09,8.500000,-7.5294,-13.8824,-24.5882,-33.0588,-35.0588
2024Q3,INOD,2024-08-08,<$100M,18.839,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,32.6,,,5,6,6,6,1,20020,2024-08-09,20.500000,-8.8293,-16.1951,-30.3902,-24.2927,18.7317
2024Q3,INSE,2024-08-08,<$100M,64.9,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,75.6,,,6,2,6,6,1,29003,2024-08-09,8.390000,1.9070,5.6019,0.9535,13.9452,20.9773
2024Q3,INSG,2024-08-07,<$100M,50.794,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,59.1,,,6,6,6,6,1,21017,2024-08-08,8.850000,47.7966,49.0395,75.8192,87.6836,83.9548
2024Q3,INSM,2024-08-08,<$100M,65.214,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,90.3,,,3,6,6,6,1,35923,2024-08-09,72.809998,6.5650,4.8345,-1.3597,-1.9777,-1.5382
2024Q3,INVA,2024-07-31,<$100M,76.372,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,21.7,,,6,4,6,5,1,14564,2024-08-01,18.010000,1.3326,2.9983,8.3842,7.2182,9.4392
2024Q3,INVE,2024-08-08,<$100M,25.997,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,6.7,,,6,6,6,6,1,22443,2024-08-09,3.500000,0.5714,-3.4286,-4.2857,1.7143,2.2857
2024Q3,IONQ,2024-08-07,<$100M,4.285,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,38,,,2,6,6,6,1,18316,2024-08-08,7.240000,0.6906,-3.1768,-8.5635,25.2762,127.2100
2024Q3,IOVA,2024-08-08,<$100M,0.715,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,55,,,5,6,6,6,1,27858,2024-08-09,9.390000,19.1693,21.1928,5.0053,3.5144,30.7774
2024Q3,IPSC,2024-08-08,<$100M,1.72,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,0,6,6,6,2,42659,2024-08-09,1.850000,-7.5676,-6.4865,-16.7568,-21.0811,-21.0811
2024Q3,IPW,2024-09-19,<$100M,65.503,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,19.5,,,6,0,6,6,1,16336,2024-09-20,34.500000,57.3913,32.1739,33.9130,-40.0000,-25.2174
2024Q3,IRMD,2024-08-01,<$100M,15.475,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,17.9,,,6,6,6,4,1,20069,2024-08-02,44.459999,-1.0346,0.5623,3.0589,11.4260,10.8187
2024Q3,ISPC,2024-08-06,<$100M,2.95,,,not_scored,,,,,,,missing_required_data,guidance_revenue_millions,regex_fallback,2.86,76,,4,4,6,6,2,30431,2024-08-07,5.110000,21.4873,13.5029,-0.9785,-5.0881,-10.9589
2024Q3,ITIC,2024-08-06,<$100M,51.343,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,6,0,6,5,1,11036,2024-08-07,206.339996,5.8690,8.5829,6.1646,7.1048,15.1934
2024Q3,IVF,2024-08-14,<$100M,0.348,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,1.1,,,3,0,5,5,1,9830,2024-08-15,1291.680054,-8.5842,-13.8239,-22.5195,38.2386,-5.9086
2024Q3,IVT,2024-07-31,<$100M,65.205,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,6,6,6,6,1,28528,2024-08-01,27.969999,-1.2871,1.0726,5.0054,1.4301,7.4723
2024Q3,JAGX,2024-08-13,<$100M,4.335,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,2.72,,,3,2,6,6,1,17848,2024-08-14,26.500000,10.3774,5.6604,3.7736,18.8679,2.8302
2024Q3,JOBY,2024-08-07,<$100M,0.0,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,5,4,6,6,2,38023,2024-08-08,5.030000,2.9821,-1.7893,-0.7952,18.8867,0.7952
2024Q3,JOE,2024-07-24,<$100M,72.991,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,111.6,,,6,4,6,6,1,25378,2024-07-25,61.139999,-8.0635,-5.8554,-1.8646,-1.1776,-7.0821
2024Q3,JXN,2024-08-07,<$100M,-764.0,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,1400,,,6,1,6,6,1,25475,2024-08-08,79.440002,11.5937,8.4970,1.4225,21.9537,43.1772
2024Q3,JYNT,2024-08-08,<$100M,28.301,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct,regex_fallback,30.3,,545,6,6,6,6,2,38964,2024-08-09,11.850000,-3.6287,-5.2321,-6.5823,-9.6203,0.2532
2024Q3,KALA,2024-08-06,<$100M,0.045,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,0,3,6,6,1,17351,2024-08-07,6.110000,2.7823,-0.8183,-1.8003,-12.4386,9.6563
2024Q3,KALV,2024-07-11,<$100M,12.69,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,1,1,6,6,2,25114,2024-07-12,12.630000,19.8733,9.5012,2.6920,-11.2431,-12.9850
2024Q3,KIDS,2024-08-05,<$100M,31.588,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,52.8,,,6,4,6,6,1,21693,2024-08-06,28.790001,-4.9670,10.6287,3.7860,-14.2063,-0.1737
2024Q3,KITT,2024-08-14,<$100M,2.821,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,0.5,,,6,3,6,6,1,17189,2024-08-15,144.720001,1.9901,-25.8706,-14.9254,-32.3383,-43.5323
2024Q3,KNSA,2024-07-23,<$100M,48.345,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,103.4,,,6,4,6,3,1,15334,2024-07-24,26.000000,-7.2692,-1.0769,5.3077,-5.3077,3.0385
2024Q3,KOSS,2024-08-29,<$100M,6.084,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,3,1,6,6,1,5948,2024-08-30,8.660000,-16.6282,-21.5935,-14.6651,-14.6651,-16.3972
2024Q3,KPTI,2024-08-06,<$100M,38.698,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,42.8,,,6,6,6,6,1,28766,2024-08-07,12.750000,-4.2353,-5.8824,-14.1176,2.3529,-0.4706
