quarter,ticker,cik,event_accession,event_dates,primary_8k_doc,exhibit_docs,periodic_doc,primary_8k_text_len,exhibit_text_len,periodic_text_len,exhibit_table_count,exhibit_table_flag,doc_statuses,quality_pass,quality_reason,revenue_filter_keep_under_10b,revenue_bucket,revenue_value_usd,revenue_value_millions,revenue_filter_reason,revenue_fact_name_bucketed,revenue_filed_bucketed,revenue_form_bucketed,revenue_period_end_bucketed,mandatory_index_constituent,mandatory_indexes,mandatory_index_name,pipeline_status,pipeline_missing_reason
2024Q3,TENB,1660280,0001660280-24-000119,2024-07-31,tenb-20240731.htm,q22024financialresults-ear.htm,,3818,29006,0,18,has_tables,primary_8k:cached;exhibit_1:cached,True,included,True,$100M-$500M,188839000,188.839,keep_under_10b,RevenueFromContractWithCustomerExcludingAssessedTax,2024-05-07,10-Q,2023-03-31,False,,,doc_quality_passed,
2024Q3,TER,97210,0000950170-24-086252,2024-07-25,ter-20240724.htm,ter-ex99_1.htm,,2880,24120,0,15,has_tables,primary_8k:cached;exhibit_1:cached,True,included,True,$500M-$1B,617529000,617.529,keep_under_10b,Revenues,2024-05-03,10-Q,2023-04-02,True,SPY,Teradyne,doc_quality_passed,
2024Q3,TEX,97216,0000097216-24-000131,2024-07-30;2024-08-02,tex-20240730.htm,terexearningsreleaseexq2-24.htm,,3188,27882,0,16,has_tables,primary_8k:cached;exhibit_1:cached,True,included,True,$1B-$2B,1235700000,1235.7,keep_under_10b,RevenueFromContractWithCustomerExcludingAssessedTax,2024-04-26,10-Q,2023-03-31,False,,,doc_quality_passed,
2024Q3,TG,850429,0000850429-24-000019,2024-08-07,tg-20240807.htm,tg-20240630xearningsreleasea.htm,,3426,59010,0,14,has_tables,primary_8k:cached;exhibit_1:cached,True,included,True,$100M-$500M,468372000,468.372,keep_under_10b,SalesRevenueGoodsNet,2018-08-01,10-Q,2017-06-30,False,,,doc_quality_passed,
2024Q3,TGLS,1534675,0001493152-24-030661,2024-08-08,form8-k.htm,ex99-1.htm,,3298,24392,0,16,has_tables,primary_8k:cached;exhibit_1:cached,True,included,True,$100M-$500M,202639000,202.639,keep_under_10b,RevenueFromContractWithCustomerExcludingAssessedTax,2024-05-09,10-Q,2023-03-31,False,,,doc_quality_passed,
2024Q3,TGNA,39899,0000950170-24-092301,2024-08-07,tgna-20240807.htm,tgna-ex99_1.htm,,3285,35149,0,30,has_tables,primary_8k:cached;exhibit_1:cached,True,included,True,$500M-$1B,740327000,740.327,keep_under_10b,RevenueFromContractWithCustomerExcludingAssessedTax,2024-05-08,10-Q,2023-03-31,False,,,doc_quality_passed,
2024Q3,TGT,27419,0000027419-24-000142,2024-08-21,tgt-20240821.htm,a2024q2ex-99.htm;releasebullseyeq419.gif,,2926,23193,0,20,has_tables,primary_8k:cached;exhibit_1:cached;exhibit_2:cached,True,included,False,$10B-$50B,25322000000,25322.0,remove_revenue_10b_plus,RevenueFromContractWithCustomerExcludingAssessedTax,2024-05-31,10-Q,2023-04-29,True,SPY,Target Corporation,doc_quality_passed,
2024Q3,TH,1712189,0001558370-24-011198,2024-08-07,th-20240807x8k.htm,th-20240807xex99d1.htm,,3980,31042,0,43,has_tables,primary_8k:cached;exhibit_1:cached,True,included,True,$100M-$500M,147819000,147.819,keep_under_10b,Revenues,2024-05-08,10-Q,2023-03-31,False,,,doc_quality_passed,
2024Q3,THR,1489096,0001489096-24-000149,2024-08-07,thr-20240807.htm,pressreleaseq1fy25.htm,,4270,30951,0,10,has_tables,primary_8k:cached;exhibit_1:cached,True,included,True,$100M-$500M,355674000,355.674,keep_under_10b,RevenueFromContractWithCustomerExcludingAssessedTax,2024-05-29,10-K,2022-03-31,False,,,doc_quality_passed,
2024Q3,THRM,903129,0000950170-24-088211,2024-07-31,thrm-20240731.htm,thrm-ex99_1.htm;thrm-ex99_2.htm,,3668,39481,0,22,has_tables,primary_8k:cached;exhibit_1:cached;exhibit_2:cached,True,included,True,$100M-$500M,363625000,363.625,keep_under_10b,RevenueFromContractWithCustomerExcludingAssessedTax,2024-04-30,10-Q,2023-03-31,False,,,doc_quality_passed,
2024Q3,THRY,1556739,0001556739-24-000037,2024-08-01,thryv-20240801.htm,exhibit991-pressreleaseq22.htm;exhibit992-q22024investo.htm,,3671,37363,0,29,has_tables,primary_8k:cached;exhibit_1:cached;exhibit_2:cached,True,included,True,$100M-$500M,245555000,245.555,keep_under_10b,RevenueFromContractWithCustomerExcludingAssessedTax,2024-05-02,10-Q,2023-03-31,False,,,doc_quality_passed,
2024Q3,TILE,715787,0000715787-24-000025,2024-08-02,tile-20240802.htm,a991pressreleaseq22024.htm;investorpresentationq2fy.htm,,7132,46217,0,15,has_tables,primary_8k:cached;exhibit_1:cached;exhibit_2:cached,True,included,True,$100M-$500M,295792000,295.792,keep_under_10b,RevenueFromContractWithCustomerExcludingAssessedTax,2024-05-07,10-Q,2023-04-02,False,,,doc_quality_passed,
2024Q3,TIPT,1393726,0001393726-24-000081,2024-07-31,tipt-20240731.htm,ex99-2investorpresentati.htm;ex991er-06302024.htm,,4283,55689,0,10,has_tables,primary_8k:cached;exhibit_1:cached;exhibit_2:cached,True,included,True,$100M-$500M,381625000,381.625,keep_under_10b,Revenues,2024-05-01,10-Q,2023-03-31,False,,,doc_quality_passed,
2024Q3,TITN,1409171,0001409171-24-000084,2024-08-14;2024-08-29,titn-20240814.htm,a8kfy25q2ex991prerelease.htm;afy25q2ex991earningsrelease.htm,,3297,12225,0,2,has_tables,primary_8k:cached;exhibit_1:cached;exhibit_2:error_HTTPError,True,included,True,$500M-$1B,569631000,569.631,keep_under_10b,Revenues,2024-06-07,10-Q,2023-04-30,False,,,doc_quality_passed,
2024Q3,TJX,109198,0000109198-24-000044,2024-08-21,tjx-20240821.htm,tjxq2fy25earningspressrele.htm,,3291,24676,0,7,has_tables,primary_8k:cached;exhibit_1:cached,True,included,True,$2B-$10B,7784024000,7784.024,keep_under_10b,SalesRevenueNet,2018-06-01,10-Q,2017-04-29,True,SPY,TJX Companies,doc_quality_passed,
2024Q3,TKO,0001973266,0001973266-24-000019,2024-08-08,tko-20240808x8k.htm,tko-20240808xex99_1.htm;tko-20240808xex99_2.htm,,3828,41819,0,37,has_tables,primary_8k:cached;exhibit_1:cached;exhibit_2:cached,True,included,True,$100M-$500M,306730000,306.73,keep_under_10b,Revenues,2024-05-08,10-Q,2023-03-31,True,SPY,TKO Group Holdings,doc_quality_passed,
2024Q3,TMHC,1562476,0001193125-24-183274,2024-07-24,d753416d8k.htm,d753416dex991.htm,,3453,27973,0,51,has_tables,primary_8k:cached;exhibit_1:cached,True,included,True,$1B-$2B,1661857000,1661.857,keep_under_10b,RevenueFromContractWithCustomerExcludingAssessedTax,2024-04-30,10-Q,2023-03-31,False,,,doc_quality_passed,
2024Q3,TMO,97745,0000097745-24-000036,2024-07-24,tmo-20240724.htm,q22024earnings8kex99_1.htm,,5227,29625,0,13,has_tables,primary_8k:cached;exhibit_1:cached,True,included,False,$10B-$50B,10710000000,10710.0,remove_revenue_10b_plus,RevenueFromContractWithCustomerExcludingAssessedTax,2024-05-03,10-Q,2023-04-01,True,SPY,Thermo Fisher Scientific,doc_quality_passed,
2024Q3,TMUS,1283699,0001283699-24-000109,2024-07-31,tmus-20240731.htm,tmus06302024ex991.htm;tmus06302024ex992.htm,,4106,87003,0,151,has_tables,primary_8k:cached;exhibit_1:cached;exhibit_2:cached,True,included,False,$10B-$50B,19632000000,19632.0,remove_revenue_10b_plus,RevenueFromContractWithCustomerExcludingAssessedTax,2024-04-26,10-Q,2023-03-31,True,QQQ;SPY,T-Mobile US,doc_quality_passed,
2024Q3,TNDM,1438133,0001438133-24-000176,2024-08-01,tndm-20240801.htm,exhibit991-earningsrelease.htm,,3576,20336,0,5,has_tables,primary_8k:cached;exhibit_1:cached,True,included,True,$100M-$500M,169383000,169.383,keep_under_10b,RevenueFromContractWithCustomerExcludingAssessedTax,2024-05-02,10-Q,2023-03-31,False,,,doc_quality_passed,
2024Q3,TNET,937098,0000937098-24-000145,2024-07-26,R2.htm,tnet-63024xexhibit991.htm,,1333,26775,0,31,has_tables,primary_8k:cached;exhibit_1:cached,True,included,True,$1B-$2B,1246000000,1246.0,keep_under_10b,RevenueFromContractWithCustomerExcludingAssessedTax,2024-04-26,10-Q,2023-03-31,False,,,doc_quality_passed,
2024Q3,TPB,1290677,0001140361-24-035215,2024-08-01,ef20033437_8k.htm,ef20033437_ex99-1.htm,,4139,23126,0,36,has_tables,primary_8k:cached;exhibit_1:cached,True,included,True,$100M-$500M,197256000,197.256,keep_under_10b,SalesRevenueNet,2018-03-08,10-K,2015-12-31,False,,,doc_quality_passed,
2024Q3,TPC,77543,0000077543-24-000199,2024-08-01,tpc-20240801.htm,tpc20240801ex991.htm,,3490,26558,0,8,has_tables,primary_8k:cached;exhibit_1:cached,True,included,True,$500M-$1B,776300000,776.3,keep_under_10b,RevenueFromContractWithCustomerExcludingAssessedTax,2024-04-25,10-Q,2023-03-31,False,,,doc_quality_passed,
2024Q3,TPG,0001880661,0001880661-24-000041,2024-08-06,tpg-20240806.htm,tpg2q24earningsreleasefi.htm;tpg2q24pressrelease.htm,,3751,91453,0,1,has_tables,primary_8k:cached;exhibit_1:cached;exhibit_2:cached,True,included,True,$500M-$1B,643145000,643.145,keep_under_10b,Revenues,2024-05-08,10-Q,2023-03-31,False,,,doc_quality_passed,
2024Q3,TPGXL,0001880661,0001880661-24-000041,2024-08-06,tpg-20240806.htm,tpg2q24earningsreleasefi.htm;tpg2q24pressrelease.htm,,3751,91453,0,1,has_tables,primary_8k:cached;exhibit_1:cached;exhibit_2:cached,True,included,True,$500M-$1B,643145000,643.145,keep_under_10b,Revenues,2024-05-08,10-Q,2023-03-31,False,,,doc_quality_passed,
2024Q3,TPH,1561680,0001561680-24-000077,2024-07-25,tph-20240725.htm,tphex991q22024.htm,,3966,27175,0,10,has_tables,primary_8k:cached;exhibit_1:cached,True,included,True,$500M-$1B,779661000,779.661,keep_under_10b,RevenueFromContractWithCustomerExcludingAssessedTax,2024-04-25,10-Q,2023-03-31,False,,,doc_quality_passed,
2024Q3,TPL,1811074,0001811074-24-000047,2024-08-07,tpl-20240807.htm,a2q2024tplinvestorpresen.htm;exhibit991q22024earningsre.htm,,4020,72488,0,8,has_tables,primary_8k:cached;exhibit_1:cached;exhibit_2:cached,True,included,True,$100M-$500M,146362000,146.362,keep_under_10b,RevenueFromContractWithCustomerExcludingAssessedTax,2024-05-08,10-Q,2023-03-31,True,SPY,Texas Pacific Land Corporation,doc_quality_passed,
2024Q3,TPR,1116132,0001140361-24-035202,2024-08-01;2024-08-15,ef20033429_8k.htm,ef20033429_ex99-1.htm;ef20034103_ex99-1.htm,,4038,8548,0,0,no_tables_detected,primary_8k:cached;exhibit_1:cached;exhibit_2:error_HTTPError,True,included,True,$2B-$10B,5041400000,5041.4,keep_under_10b,RevenueFromContractWithCustomerExcludingAssessedTax,2024-05-09,10-Q,2023-04-01,True,SPY,"Tapestry, Inc.",doc_quality_passed,
2024Q3,TR,98677,0001558370-24-010134,2024-07-25,tr-20240724x8k.htm,tr-20240724xex99d1.htm,,3562,6721,0,4,has_tables,primary_8k:cached;exhibit_1:cached,True,included,True,$100M-$500M,162092000,162.092,keep_under_10b,RevenueFromContractWithCustomerExcludingAssessedTax,2024-05-09,10-Q,2023-03-31,False,,,doc_quality_passed,
2024Q3,TRGP,1389170,0000950170-24-088922,2024-08-01,trgp-20240801.htm,trgp-ex99_1.htm,,5619,41807,0,9,has_tables,primary_8k:cached;exhibit_1:cached,True,included,True,$2B-$10B,4520500000,4520.5,keep_under_10b,Revenues,2024-05-02,10-Q,2023-03-31,True,SPY,Targa Resources,doc_quality_passed,
2024Q3,TRIP,1526520,0000950170-24-091729,2024-08-06,trip-20240806.htm,trip-ex99_1.htm,,3342,41862,0,6,has_tables,primary_8k:cached;exhibit_1:cached,True,included,True,$100M-$500M,371000000,371.0,keep_under_10b,RevenueFromContractWithCustomerExcludingAssessedTax,2024-05-08,10-Q,2023-03-31,False,,,doc_quality_passed,
2024Q3,TRMB,864749,0000864749-24-000195,2024-08-06;2024-09-16,trmb-20240806.htm,a2024q2-8kex991.htm;ex991pressrelease2024-09x15.htm,,9594,26435,0,7,has_tables,primary_8k:cached;exhibit_1:cached;exhibit_2:error_HTTPError,True,included,True,$2B-$10B,3659400000,3659.4,keep_under_10b,Revenues,2024-02-26,10-K,2021-12-31,True,SPY,Trimble Inc.,doc_quality_passed,
2024Q3,TRN,99780,0000099780-24-000129,2024-08-01,q22024exh992-conferencecal.htm,exh991pressrelease6302024.htm;q22024investorpresentati.htm,,14829,70799,0,14,has_tables,primary_8k:cached;exhibit_1:cached;exhibit_2:cached,True,included,True,$500M-$1B,641700000,641.7,keep_under_10b,Revenues,2024-05-01,10-Q,2023-03-31,False,,,doc_quality_passed,
2024Q3,TROW,1113169,0001113169-24-000018,2024-07-26,trow-20240726.htm,earningreleasesupplement.htm;earningsreleaseq22024.htm,,3881,58179,0,21,has_tables,primary_8k:cached;exhibit_1:cached;exhibit_2:cached,True,included,True,$1B-$2B,1537600000,1537.6,keep_under_10b,RevenueFromContractWithCustomerExcludingAssessedTax,2024-04-26,10-Q,2023-03-31,True,SPY,T. Rowe Price,doc_quality_passed,
2024Q3,TROX,1530804,0001140361-24-035449,2024-08-02,ef20033493_8k.htm,ef20033493_ex99-1.htm,,3399,29057,0,37,has_tables,primary_8k:cached;exhibit_1:cached,True,included,True,$500M-$1B,708000000,708.0,keep_under_10b,RevenueFromContractWithCustomerExcludingAssessedTax,2024-05-02,10-Q,2023-03-31,False,,,doc_quality_passed,
2024Q3,TRS,842633,0000842633-24-000071,2024-07-30,trs-20240730.htm,trs_06302024xexhibit991.htm,,3464,29552,0,9,has_tables,primary_8k:cached;exhibit_1:cached,True,included,True,$100M-$500M,215460000,215.46,keep_under_10b,Revenues,2024-04-30,10-Q,2023-03-31,False,,,doc_quality_passed,
2024Q3,TRUP,1371285,0001371285-24-000207,2024-08-08,trup-20240808.htm,ex991q22024.htm,,2875,30111,0,9,has_tables,primary_8k:cached;exhibit_1:cached,True,included,True,$100M-$500M,256329000,256.329,keep_under_10b,Revenues,2024-05-03,10-Q,2023-03-31,False,,,doc_quality_passed,
2024Q3,TRV,86312,0000086312-24-000050,2024-07-19,a992finsupp63024.htm,a991pressrelease63024.htm,,71088,61865,0,24,has_tables,primary_8k:cached;exhibit_1:cached,True,included,True,$2B-$10B,9704000000,9704.0,keep_under_10b,Revenues,2024-04-17,10-Q,2023-03-31,True,DOW;SPY,Travelers Companies (The),doc_quality_passed,
2024Q3,TSCO,916365,0000916365-24-000083,2024-07-25,tsco-20240725.htm,ex991-q22024earningsrelease.htm,,3126,18342,0,12,has_tables,primary_8k:cached;exhibit_1:cached,True,included,True,$2B-$10B,3299225000,3299.225,keep_under_10b,Revenues,2024-05-09,10-Q,2023-04-01,True,SPY,Tractor Supply,doc_quality_passed,
2024Q3,TSEOF,1519061,0001558370-24-011104,2024-08-06,tse-20240806x8k.htm,tse-20240806xex99d1.htm;tse-20240806xex99d2.htm,,3821,51940,0,51,has_tables,primary_8k:cached;exhibit_1:cached;exhibit_2:cached,True,included,True,$500M-$1B,996300000,996.3,keep_under_10b,RevenueFromContractWithCustomerExcludingAssessedTax,2024-05-09,10-Q,2023-03-31,False,,,doc_quality_passed,
2024Q3,TSLA,1318605,0001628280-24-030714,2024-07-02;2024-07-23,tsla-20240702.htm,exhibit991.htm,,3042,1958,0,1,has_tables,primary_8k:cached;exhibit_1:cached,True,included,False,$10B-$50B,23329000000,23329.0,remove_revenue_10b_plus,Revenues,2024-04-24,10-Q,2023-03-31,True,QQQ;SPY,"Tesla, Inc.",doc_quality_passed,
2024Q3,TT,1466258,0001466258-24-000232,2024-07-31,tt-20240731.htm,exhibit991-q22024earningsr.htm,,3860,32435,0,15,has_tables,primary_8k:cached;exhibit_1:cached,True,included,True,$2B-$10B,3665800000,3665.8,keep_under_10b,RevenueFromContractWithCustomerExcludingAssessedTax,2024-04-30,10-Q,2023-03-31,True,SPY,Trane Technologies,doc_quality_passed,
2024Q3,TTEC,1013880,0001104659-24-087830,2024-08-09,tm2421219d1_8k.htm,tm2421219d1_ex99-1.htm,,3582,25236,0,29,has_tables,primary_8k:cached;exhibit_1:cached,True,included,True,$500M-$1B,633286000,633.286,keep_under_10b,RevenueFromContractWithCustomerExcludingAssessedTax,2024-05-08,10-Q,2023-03-31,False,,,doc_quality_passed,
2024Q3,TTEK,831641,0001104659-24-084338,2024-07-31,tm2420524d1_8k.htm,tm2420524d1_ex99-1.htm,,4179,20449,0,28,has_tables,primary_8k:cached;exhibit_1:cached,True,included,True,$2B-$10B,2052991000,2052.991,keep_under_10b,RevenueFromContractWithCustomerExcludingAssessedTax,2024-05-03,10-Q,2023-04-02,False,,,doc_quality_passed,
2024Q3,TTMI,1116942,0001193125-24-189522,2024-07-31,d810000d8k.htm,d810000dex991.htm,,4177,19084,0,19,has_tables,primary_8k:cached;exhibit_1:cached,True,included,True,$500M-$1B,544437000,544.437,keep_under_10b,RevenueFromContractWithCustomerExcludingAssessedTax,2024-05-07,10-Q,2023-04-03,False,,,doc_quality_passed,
2024Q3,TTSH,1552800,0001104659-24-087011,2024-08-08,tm2420049d1_8k.htm,tm2420049d1_ex99-1.htm,,3629,18155,0,18,has_tables,primary_8k:cached;exhibit_1:cached,True,included,True,$100M-$500M,102019000,102.019,keep_under_10b,RevenueFromContractWithCustomerExcludingAssessedTax,2024-05-09,10-Q,2023-03-31,False,,,doc_quality_passed,
2024Q3,TTWO,946581,0001628280-24-036152,2024-08-08,ttwo-20240808.htm,ttwo1q25earningsrelease.htm,,3895,27380,0,16,has_tables,primary_8k:cached;exhibit_1:cached,True,included,True,$2B-$10B,3504800000,3504.8,keep_under_10b,RevenueFromContractWithCustomerExcludingAssessedTax,2024-05-22,10-K,2022-03-31,True,QQQ;SPY,Take-Two Interactive,doc_quality_passed,
2024Q3,TW,1758730,0001758730-24-000155,2024-07-25,tw-20240725.htm,tw-2024xq2xex991.htm,,3819,44405,0,19,has_tables,primary_8k:cached;exhibit_1:cached,True,included,True,$100M-$500M,329249000,329.249,keep_under_10b,RevenueFromContractWithCustomerExcludingAssessedTax,2024-04-25,10-Q,2023-03-31,False,,,doc_quality_passed,
2024Q3,TWI,899751,0000899751-24-000084,2024-07-31,twi-20240731.htm,q224earningsreleaseex99.htm,,2707,36870,0,15,has_tables,primary_8k:cached;exhibit_1:cached,True,included,True,$500M-$1B,548644000,548.644,keep_under_10b,RevenueFromContractWithCustomerExcludingAssessedTax,2024-05-01,10-Q,2023-03-31,False,,,doc_quality_passed,
2024Q3,TXNM,1108426,0001108426-24-000066,2024-07-31,pnm-20240731.htm,ex99107312024earningsrelea.htm,,7660,19423,0,7,has_tables,primary_8k:cached;exhibit_1:cached,True,included,True,$500M-$1B,544077000,544.077,keep_under_10b,Revenues,2024-05-03,10-Q,2023-03-31,False,,,doc_quality_passed,
2024Q3,TXRH,1289460,0001558370-24-010176,2024-07-25,txrh-20240725x8k.htm,txrh-20240725xex99d1.htm,,3535,19816,0,29,has_tables,primary_8k:cached;exhibit_1:cached,True,included,True,$1B-$2B,1174356000,1174.356,keep_under_10b,RevenueFromContractWithCustomerExcludingAssessedTax,2024-05-03,10-Q,2023-03-28,False,,,doc_quality_passed,
2024Q3,TXT,217346,0000217346-24-000081,2024-07-18,txt-20240718.htm,q2248-kex991.htm,,3093,23699,0,9,has_tables,primary_8k:cached;exhibit_1:cached,True,included,True,$2B-$10B,3024000000,3024.0,keep_under_10b,Revenues,2024-04-25,10-Q,2023-04-01,True,SPY,Textron,doc_quality_passed,
2024Q3,TYL,860731,0000860731-24-000039,2024-07-24,tyl-20240724.htm,a991earningsrelease-6302024.htm,,3004,21653,0,12,has_tables,primary_8k:cached;exhibit_1:cached,True,included,True,$100M-$500M,471853000,471.853,keep_under_10b,RevenueFromContractWithCustomerExcludingAssessedTax,2024-04-24,10-Q,2023-03-31,True,SPY,Tyler Technologies,doc_quality_passed,
2024Q3,UAL,100517,0000100517-24-000117,2024-07-17,ual-20240717.htm,ual_06302024erex991.htm;ual_06302024erex992.htm,,5212,63722,0,18,has_tables,primary_8k:cached;exhibit_1:cached;exhibit_2:cached,True,included,False,$10B-$50B,11429000000,11429.0,remove_revenue_10b_plus,RevenueFromContractWithCustomerExcludingAssessedTax,2024-04-17,10-Q,2023-03-31,True,SPY,United Airlines Holdings,doc_quality_passed,
2024Q3,UBER,1543151,0001543151-24-000024,2024-08-06,uber-20240806.htm,uberq224earningspressrelea.htm,,3576,47013,0,15,has_tables,primary_8k:cached;exhibit_1:cached,True,included,True,$2B-$10B,8823000000,8823.0,keep_under_10b,Revenues,2024-05-08,10-Q,2023-03-31,True,SPY,Uber,doc_quality_passed,
2024Q3,UBSI,729986,0001193125-24-184314,2024-07-25,d875088d8k.htm,d875088dex991.htm;d875088dex992.htm,,3052,70015,0,21,has_tables,primary_8k:cached;exhibit_1:cached;exhibit_2:cached,True,included,True,$100M-$500M,263249000,263.249,keep_under_10b,Revenues,2023-03-01,10-K,2020-12-31,False,,,doc_quality_passed,
2024Q3,UCB,857855,0001104659-24-082136,2024-07-24,tm2420023d1_8k.htm,tm2420023d1_ex99-1.htm;tm2420023d1_ex99-1.pdf;tm2420023d1_ex99-2.htm,,4722,100407,0,37,has_tables,primary_8k:cached;exhibit_1:cached;exhibit_2:cached;exhibit_3:cached,True,included,True,$100M-$500M,219896000,219.896,keep_under_10b,Revenues,2024-05-09,10-Q,2023-03-31,False,,,doc_quality_passed,
2024Q3,UDR,74208,0000074208-24-000057,2024-07-30,udr-20240730x8k.htm,udr-20240730xex99d1.htm;udr-20240730xex99d1.pdf;udr-20240730xex99d2.htm,,3517,178625,0,122,has_tables,primary_8k:cached;exhibit_1:cached;exhibit_2:cached;exhibit_3:cached,True,included,True,$100M-$500M,399549000,399.549,keep_under_10b,Revenues,2024-05-01,10-Q,2023-03-31,True,SPY,"UDR, Inc.",doc_quality_passed,
2024Q3,UEIC,101984,0000101984-24-000127,2024-08-08,ueic-20240808.htm,exhibit99-8ker20240808.htm,,3425,24136,0,6,has_tables,primary_8k:cached;exhibit_1:cached,True,included,True,$100M-$500M,108377000,108.377,keep_under_10b,RevenueFromContractWithCustomerExcludingAssessedTax,2024-05-06,10-Q,2023-03-31,False,,,doc_quality_passed,
2024Q3,UFCS,101199,0000101199-24-000054,2024-08-06,ufcs-20240806.htm,q22024-pressrelease.htm,,3235,29958,0,9,has_tables,primary_8k:cached;exhibit_1:cached,True,included,True,$100M-$500M,267104000,267.104,keep_under_10b,Revenues,2024-05-08,10-Q,2023-03-31,False,,,doc_quality_passed,
2024Q3,UFPI,912767,0000912767-24-000024,2024-07-30,ufpi-20240730x8k.htm,ufpi-20240730xex99da.htm,,3188,27239,0,14,has_tables,primary_8k:cached;exhibit_1:cached,True,included,True,$2B-$10B,2975091000,2975.091,keep_under_10b,Revenues,2018-11-07,10-Q,2017-09-30,False,,,doc_quality_passed,
2024Q3,UHS,352915,0000950170-24-086313,2024-07-25,uhs-20240724.htm,uhs-ex99_1.htm,,3013,46661,0,14,has_tables,primary_8k:cached;exhibit_1:cached,True,included,True,$2B-$10B,3467518000,3467.518,keep_under_10b,RevenueFromContractWithCustomerExcludingAssessedTax,2024-05-08,10-Q,2023-03-31,True,SPY,Universal Health Services,doc_quality_passed,
2024Q3,UIS,746838,0000746838-24-000021,2024-08-05,uis-20240805.htm,q22024earningsrelease.htm,,3420,30500,0,18,has_tables,primary_8k:cached;exhibit_1:cached,True,included,True,$500M-$1B,516400000,516.4,keep_under_10b,Revenues,2024-05-08,10-Q,2023-03-31,False,,,doc_quality_passed,
2024Q3,ULCC,1670076,0001670076-24-000122,2024-08-08,fron-20240808.htm,frontier_earningsreleasexq.htm,,3826,48296,0,15,has_tables,primary_8k:cached;exhibit_1:cached,True,included,True,$500M-$1B,848000000,848.0,keep_under_10b,RevenueFromContractWithCustomerExcludingAssessedTax,2024-05-02,10-Q,2023-03-31,False,,,doc_quality_passed,
2024Q3,ULH,1308208,0000950170-24-086527,2024-07-25,ulh-20240725.htm,ulh-ex99_1.htm,,3134,18167,0,6,has_tables,primary_8k:cached;exhibit_1:cached,True,included,True,$100M-$500M,437396000,437.396,keep_under_10b,RevenueFromContractWithCustomerExcludingAssessedTax,2024-05-09,10-Q,2023-04-01,False,,,doc_quality_passed,
2024Q3,ULTA,1403568,0001558370-24-012541,2024-08-29,ulta-20240829x8k.htm,ulta-20240829xex99.htm,,3197,20663,0,48,has_tables,primary_8k:cached;exhibit_1:cached,True,included,True,$2B-$10B,2634263000,2634.263,keep_under_10b,Revenues,2024-05-30,10-Q,2023-04-29,True,SPY,Ulta Beauty,doc_quality_passed,
2024Q3,UNH,731766,0000731766-24-000242,2024-07-16,unh-20240716.htm,a2024q2exhibit991.htm,,3285,30925,0,16,has_tables,primary_8k:cached;exhibit_1:cached,True,included,False,>$50B,91931000000,91931.0,remove_revenue_10b_plus,Revenues,2024-05-09,10-Q,2023-03-31,True,DOW;SPY,UnitedHealth Group,doc_quality_passed,
2024Q3,UPBD,933036,0000933036-24-000133,2024-08-01,upbd-20240801.htm,ex-991xupbd2024q2pressrele.htm;ex-992upbd2024q2earnings.htm;ex-993upbd2024q2investor.htm,,4059,74901,0,1,has_tables,primary_8k:cached;exhibit_1:cached;exhibit_2:cached;exhibit_3:cached,True,included,True,$1B-$2B,1016061000,1016.061,keep_under_10b,Revenues,2024-05-02,10-Q,2023-03-31,False,,,doc_quality_passed,
2024Q3,UPS,1090727,0001090727-24-000041,2024-07-23,ups-20240723.htm,exhibit991-earningspressre.htm;exhibit992-financialstatem.htm,,4160,43650,0,24,has_tables,primary_8k:cached;exhibit_1:cached;exhibit_2:cached,True,included,False,$10B-$50B,22925000000,22925.0,remove_revenue_10b_plus,RevenueFromContractWithCustomerExcludingAssessedTax,2024-05-03,10-Q,2023-03-31,True,SPY,United Parcel Service,doc_quality_passed,
2024Q3,UPST,1647639,0001647639-24-000032,2024-08-06,upst-20240806.htm,upst991prq22024.htm,,3792,24990,0,7,has_tables,primary_8k:cached;exhibit_1:cached,True,included,True,$100M-$500M,102927000,102.927,keep_under_10b,Revenues,2024-05-08,10-Q,2023-03-31,False,,,doc_quality_passed,
2024Q3,UPWK,1627475,0001627475-24-000032,2024-08-07,upwork-20240807.htm,upworkq224-pressrelease.htm,,5207,28216,0,10,has_tables,primary_8k:cached;exhibit_1:cached,True,included,True,$100M-$500M,160858000,160.858,keep_under_10b,RevenueFromContractWithCustomerExcludingAssessedTax,2024-05-01,10-Q,2023-03-31,False,,,doc_quality_passed,
2024Q3,URI,1067701,0001067701-24-000030,2024-07-24,uri-20240724.htm,uri-6302024xex991.htm,,5755,43298,0,12,has_tables,primary_8k:cached;exhibit_1:cached,True,included,True,$2B-$10B,3285000000,3285.0,keep_under_10b,Revenues,2024-04-24,10-Q,2023-03-31,True,SPY,United Rentals,doc_quality_passed,
2024Q3,USB,36104,0000036104-24-000048,2024-07-17,usb-20240717.htm,a2q24earningscallpresent.htm;a2q24earningsrelease.htm;a2q24earningssupplement.htm,,6948,155541,0,82,has_tables,primary_8k:cached;exhibit_1:cached;exhibit_2:cached;exhibit_3:cached,True,included,True,$2B-$10B,7175000000,7175.0,keep_under_10b,Revenues,2024-05-01,10-Q,2023-03-31,True,SPY,U.S. Bancorp,doc_quality_passed,
