quarter,ticker,cik,event_accession,event_dates,primary_8k_doc,exhibit_docs,periodic_doc,primary_8k_text_len,exhibit_text_len,periodic_text_len,exhibit_table_count,exhibit_table_flag,doc_statuses,quality_pass,quality_reason,revenue_filter_keep_under_10b,revenue_bucket,revenue_value_usd,revenue_value_millions,revenue_filter_reason,revenue_fact_name_bucketed,revenue_filed_bucketed,revenue_form_bucketed,revenue_period_end_bucketed,mandatory_index_constituent,mandatory_indexes,mandatory_index_name,pipeline_status,pipeline_missing_reason
2024Q3,EMR,32604,0000032604-24-000035,2024-08-07,emr-20240807.htm,a2024q3release_ex991.htm,,5523,25972,0,36,has_tables,primary_8k:cached;exhibit_1:cached,True,included,True,$2B-$10B,7129000000,7129.0,keep_under_10b,RevenueFromContractWithCustomerExcludingAssessedTax,2024-05-08,10-Q,2023-03-31,True,SPY,Emerson Electric,doc_quality_passed,
2024Q3,ENOV,1420800,0001420800-24-000019,2024-08-07,cfx-20240807.htm,q22024earningspressrelease.htm,,3232,24245,0,8,has_tables,primary_8k:cached;exhibit_1:cached,True,included,True,$100M-$500M,406151000,406.151,keep_under_10b,RevenueFromContractWithCustomerExcludingAssessedTax,2024-05-02,10-Q,2023-03-31,False,,,doc_quality_passed,
2024Q3,ENPH,1463101,0001463101-24-000116,2024-07-23,enph-20240723.htm,a2024q2exx991pressrelease.htm,,4057,26974,0,6,has_tables,primary_8k:cached;exhibit_1:cached,True,included,True,$500M-$1B,726016000,726.016,keep_under_10b,RevenueFromContractWithCustomerExcludingAssessedTax,2024-04-23,10-Q,2023-03-31,False,,,doc_quality_passed,
2024Q3,ENR,1632790,0001632790-24-000060,2024-08-06,enr-20240806.htm,enrpr6302024.htm;q324earningsslidesfinalf.htm,,3267,62231,0,22,has_tables,primary_8k:cached;exhibit_1:cached;exhibit_2:cached,True,included,True,$1B-$2B,1449200000,1449.2,keep_under_10b,RevenueFromContractWithCustomerExcludingAssessedTax,2024-05-07,10-Q,2023-03-31,False,,,doc_quality_passed,
2024Q3,ENS,1289308,0001289308-24-000029,2024-08-07,ens-20240807.htm,ex991_earningsx1qfy25.htm;ex992_dividendx1qfy25.htm,,3352,42530,0,17,has_tables,primary_8k:cached;exhibit_1:cached;exhibit_2:cached,True,included,True,$100M-$500M,186052000,186.052,keep_under_10b,Revenues,2020-06-01,10-K,2018-03-31,False,,,doc_quality_passed,
2024Q3,ENSG,1125376,0001125376-24-000136,2024-07-25,ensg-20240725.htm,q22024pressrelease.htm,,6878,45074,0,25,has_tables,primary_8k:cached;exhibit_1:cached,True,included,True,$500M-$1B,886841000,886.841,keep_under_10b,RevenueFromContractWithCustomerExcludingAssessedTax,2024-05-01,10-Q,2023-03-31,False,,,doc_quality_passed,
2024Q3,ENTG,1101302,0001101302-24-000049,2024-07-31,entg-20240731.htm,entgq22024ex991.htm;entgq22024ex992.htm,,3976,65565,0,16,has_tables,primary_8k:cached;exhibit_1:cached;exhibit_2:cached,True,included,True,$500M-$1B,922396000,922.396,keep_under_10b,RevenueFromContractWithCustomerExcludingAssessedTax,2024-05-01,10-Q,2023-04-01,False,,,doc_quality_passed,
2024Q3,ENVA,1529864,0000950170-24-085640,2024-07-23,enva-20240723.htm,enva-ex99_1.htm,,3535,20177,0,6,has_tables,primary_8k:cached;exhibit_1:cached,True,included,True,$100M-$500M,483256000,483.256,keep_under_10b,Revenues,2024-04-24,10-Q,2023-03-31,False,,,doc_quality_passed,
2024Q3,EPAM,1352010,0001352010-24-000024,2024-08-08,epam-20240808.htm,exhibit99_q2x2024.htm,,4078,27362,0,11,has_tables,primary_8k:cached;exhibit_1:cached,True,included,True,$1B-$2B,1210941000,1210.941,keep_under_10b,RevenueFromContractWithCustomerExcludingAssessedTax,2024-05-09,10-Q,2023-03-31,True,SPY,EPAM Systems,doc_quality_passed,
2024Q3,EPC,1096752,0001628280-24-034922,2024-08-06,epc-20240806.htm,epcexhibit991063020241.htm,,3660,33054,0,17,has_tables,primary_8k:cached;exhibit_1:cached,True,included,True,$1B-$2B,1067500000,1067.5,keep_under_10b,Revenues,2024-05-08,10-Q,2023-03-31,False,,,doc_quality_passed,
2024Q3,EPM,1006655,0001558370-24-012701,2024-09-10,epm-20240909x8k.htm,epm-20240909xex99d1.htm;epm-20240909xex99d1001.gif,,5001,38745,0,24,has_tables,primary_8k:cached;exhibit_1:cached;exhibit_2:cached,True,included,True,$100M-$500M,110340000,110.34,keep_under_10b,RevenueFromContractWithCustomerExcludingAssessedTax,2024-05-08,10-Q,2023-03-31,False,,,doc_quality_passed,
2024Q3,EQIX,1101239,0001628280-24-035620,2024-08-07,eqix-20240807.htm,eqix-063024xpruploadhyperl.htm,,3894,49240,0,14,has_tables,primary_8k:cached;exhibit_1:cached,True,included,True,$1B-$2B,1998000000,1998.0,keep_under_10b,RevenueFromContractWithCustomerExcludingAssessedTax,2024-05-08,10-Q,2023-03-31,True,SPY,Equinix,doc_quality_passed,
