quarter,ticker,event_date,event_accession,revenue_bucket,revenue_value,net_income_value,assets_value,financing_cash_flow_value,investing_cash_flow_value,operating_cash_flow_value,earnings_score,earnings_score_bucket,guidance_torque,earnings_torque,segment_wave_torque,margin_quality,warning_penalty,guidance_vs_current_pct,score_status,score_missing_fields,extraction_source,quarter_revenue_millions,quarter_revenue_yoy_pct,quarter_revenue_qoq_pct,guidance_revenue_millions,guidance_gross_margin_pct,numeric_evidence_count,guidance_evidence_count,wave_or_demand_evidence_count,warning_or_risk_evidence_count,primary_text_len,exhibit_text_len,json_path,tradable_date,entry_open,return_10d_pct,return_20d_pct,return_30d_pct,return_60d_pct,return_90d_pct
2024Q3,THRM,2024-07-31,0000950170-24-088211,$100M-$500M,363625000,7963000,1234371000,-12965000,-2549000,25109000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,376,,,,,6,6,6,6,3668,39483,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/THRM/THRM_2024-07-31_000095017024088211.json,2024-08-01,54.630001,-10.4521,-6.8461,-10.8182,-14.7904,-22.7531
2024Q3,THRY,2024-08-01,0001556739-24-000037,$100M-$500M,245555000,9314000,783170000,-17055000,-5136000,32311000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,77.8,,,,,6,5,6,6,3671,37365,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/THRY/THRY_2024-08-01_000155673924000037.json,2024-08-02,18.000000,-7.1667,0.2222,0.5556,-5.1667,-20.1111
2024Q3,TILE,2024-08-02,0000715787-24-000025,$100M-$500M,295792000,-714000,1230095000,-21035000,-5712000,29584000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,346.6,,,,,6,4,6,6,7132,46219,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/TILE/TILE_2024-08-02_000071578724000025.json,2024-08-05,15.990000,7.7548,17.8862,14.0088,13.3834,46.9669
2024Q3,TIPT,2024-07-31,0001393726-24-000081,$100M-$500M,381625000,-1062000,5139313000,78302000,-247523000,43046000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,1045,,,,,6,3,6,6,4283,55691,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/TIPT/TIPT_2024-07-31_000139372624000081.json,2024-08-01,20.090000,-8.9597,-6.2718,-3.3848,-2.5884,-1.8417
2024Q3,TITN,2024-08-14,0001409171-24-000084,$500M-$1B,569631000,26965000,1992261000,98196000,-26300000,-77704000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct,regex_fallback,634,,,634,,4,4,6,6,3297,12225,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/TITN/TITN_2024-08-14_000140917124000084.json,2024-08-15,12.400000,15.7258,10.4839,7.9839,14.6774,14.4355
2024Q3,TJX,2024-08-21,0000109198-24-000044,$2B-$10B,7784024000,891000000,28681000000,-837000000,-362000000,745000000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,13500,,,,,6,6,6,6,3291,24676,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/TJX/TJX_2024-08-21_000010919824000044.json,2024-08-22,119.019997,-1.2435,-0.9830,-1.5880,-2.8230,0.6049
2024Q3,TKO,2024-08-08,0001973266-24-000019,$100M-$500M,306730000,-103840000,12690739000,-109575000,-4581000,69699000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,851.2,,,,,6,6,6,6,3828,41821,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/TKO/TKO_2024-08-08_000197326624000019.json,2024-08-09,118.510002,-0.4472,-1.5104,-3.0040,7.1640,-0.5316
2024Q3,TMHC,2024-07-24,0001193125-24-183274,$1B-$2B,1661857000,191051000,8672087000,-165070000,-24580000,347449000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,1900,,,,24,6,5,6,6,3453,27973,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/TMHC/TMHC_2024-07-24_000119312524183274.json,2024-07-25,65.339996,-5.9229,-7.6523,3.8568,7.4227,2.8466
2024Q3,TNDM,2024-08-01,0001438133-24-000176,$100M-$500M,169383000,-123873000,952658000,-541000,-26329000,-18326000,,not_scored,,,,,,,missing_required_data,guidance_revenue_millions,regex_fallback,221.9,13,,,,6,4,6,6,3576,20336,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/TNDM/TNDM_2024-08-01_000143813324000176.json,2024-08-02,41.250000,-4.5576,3.0061,1.2606,-0.4364,-23.9515
2024Q3,TNET,2024-07-26,0000937098-24-000145,$1B-$2B,1246000000,131000000,3693000000,200000000,-23000000,-77000000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,1200,,,,,6,4,6,6,1333,26775,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/TNET/TNET_2024-07-26_000093709824000145.json,2024-07-29,110.940002,-15.1613,-12.6645,-7.5717,-13.2775,-25.5003
2024Q3,TPB,2024-08-01,0001140361-24-035215,$100M-$500M,197256000,7597000,569356000,-14553000,-2432000,15384000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,15.3,,,,,6,2,6,6,4139,23126,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/TPB/TPB_2024-08-01_000114036124035215.json,2024-08-02,36.889999,1.3012,7.4275,8.7287,15.4784,28.0293
2024Q3,TPC,2024-08-01,0000077543-24-000199,$500M-$1B,776300000,-49196000,4429856000,14369000,-6887000,21328000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,1100,,,,,6,6,6,6,3490,26558,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/TPC/TPC_2024-08-01_000007754324000199.json,2024-08-02,18.889999,1.6411,13.1816,16.7814,40.4447,37.2155
2024Q3,TPG,2024-08-06,0001880661-24-000041,$500M-$1B,643145000,25055000,9369672000,-210331000,-896000,35800000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,198000,,,,,6,6,6,6,3751,91455,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/TPG/TPG_2024-08-06_000188066124000041.json,2024-08-07,44.540001,9.8563,13.5384,9.4297,35.0696,36.6861
2024Q3,TPGXL,2024-08-06,0001880661-24-000041,$500M-$1B,643145000,25055000,9369672000,-210331000,-896000,35800000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,198000,,,,,6,6,6,6,3751,91455,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/TPGXL/TPGXL_2024-08-06_000188066124000041.json,2024-08-07,25.709999,1.6336,2.0615,1.0891,1.5169,2.2559
2024Q3,TPH,2024-07-25,0001561680-24-000077,$500M-$1B,779661000,74742000,4914588000,-49553000,-9452000,135639000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,1100,,,,,6,6,6,6,3966,27175,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/TPH/TPH_2024-07-25_000156168024000077.json,2024-07-26,46.500000,-11.6129,-10.9032,-2.2366,-3.3118,-12.4086
2024Q3,TPL,2024-08-07,0001811074-24-000047,$100M-$500M,146362000,86568000,1156398000,-32837000,-1744000,114775000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,415,,,,,6,3,6,6,4020,72490,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/TPL/TPL_2024-08-07_000181107424000047.json,2024-08-08,261.163330,7.5062,11.4258,1.0249,25.7923,69.7048
2024Q3,TPR,2024-08-01,0001140361-24-035202,$2B-$10B,5041400000,195300000,7116800000,-768700000,40600000,574800000,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,,,0,2,6,1,4038,8548,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/TPR/TPR_2024-08-01_000114036124035202.json,2024-08-02,38.540001,-2.7244,4.2294,7.8620,20.1609,23.1188
2024Q3,TR,2024-07-25,0001558370-24-010134,$100M-$500M,162092000,13401000,1019613000,-13900000,5495000,-7482000,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,,,6,0,6,6,3562,6721,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/TR/TR_2024-07-25_000155837024010134.json,2024-07-26,28.947121,-4.5262,-8.2058,-2.9958,4.1355,-2.3119
2024Q3,TRGP,2024-08-01,0000950170-24-088922,$2B-$10B,4520500000,497000000,20671800000,-696200000,-480800000,1169800000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,357.7,,,,,6,6,6,6,5619,41807,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/TRGP/TRGP_2024-08-01_000095017024088922.json,2024-08-02,134.820007,2.0546,5.9561,11.1704,11.6897,23.8392
2024Q3,TRIP,2024-08-06,0000950170-24-091729,$100M-$500M,371000000,-73000000,2537000000,-11000000,-16000000,135000000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,497,,,,,6,4,6,6,3342,41862,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/TRIP/TRIP_2024-08-06_000095017024091729.json,2024-08-07,14.210000,2.3223,2.7445,-3.0964,1.0556,16.0450
2024Q3,TRMB,2024-08-06,0000864749-24-000195,$2B-$10B,3659400000,492700000,7269000000,-447700000,-203500000,750500000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,870.8,,,,,6,6,6,6,9594,26435,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/TRMB/TRMB_2024-08-06_000086474924000195.json,2024-08-07,52.060001,7.3569,8.7207,4.0146,18.1521,18.3634
2024Q3,TRN,2024-08-01,0000099780-24-000129,$500M-$1B,641700000,4400000,8906500000,72400000,-203100000,99400000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,25,,,,,6,6,6,6,14829,70801,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/TRN/TRN_2024-08-01_000009978024000129.json,2024-08-02,34.650002,-8.1097,-7.8211,-7.2439,-1.9048,-1.0678
2024Q3,TROW,2024-07-26,0001113169-24-000018,$1B-$2B,1537600000,421500000,12278800000,-144200000,-57500000,511700000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,1700,,,,,6,4,6,6,3881,58181,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/TROW/TROW_2024-07-26_000111316924000018.json,2024-07-29,111.779999,-6.2086,-2.1202,-3.8200,-2.0308,0.5547
2024Q3,TROX,2024-08-02,0001140361-24-035449,$500M-$1B,708000000,23000000,6134000000,120000000,-91000000,-79000000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,820,,,,,6,6,6,6,3399,29057,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/TROX/TROX_2024-08-02_000114036124035449.json,2024-08-05,12.370000,13.9855,16.0873,4.6079,14.7939,-2.5869
2024Q3,TRS,2024-07-30,0000842633-24-000071,$100M-$500M,215460000,4910000,1341660000,-17320000,-52570000,9690000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,240.5,,,,,6,6,6,6,3464,29552,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/TRS/TRS_2024-07-30_000084263324000071.json,2024-07-31,25.190001,-5.6769,-5.2799,1.2703,1.3497,8.1778
2024Q3,TRUP,2024-08-08,0001371285-24-000207,$100M-$500M,256329000,-6410000,782948000,33810000,33914000,-6862000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,24,,,,,6,1,6,6,2875,30111,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/TRUP/TRUP_2024-08-08_000137128524000207.json,2024-08-09,36.400002,19.0385,29.7527,17.7747,21.5659,34.3956
2024Q3,TRV,2024-07-19,0000086312-24-000050,$2B-$10B,9704000000,975000000,125978000000,-593000000,-455000000,1012000000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,41000,,,,,6,6,6,6,71088,61865,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/TRV/TRV_2024-07-19_000008631224000050.json,2024-07-22,203.210007,4.3502,3.2085,6.7467,17.3810,27.7988
2024Q3,TSCO,2024-07-25,0000916365-24-000083,$2B-$10B,3299225000,183088000,8848815000,125706000,-157684000,19554000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,14800,,,,,6,6,6,6,3126,18342,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/TSCO/TSCO_2024-07-25_000091636524000083.json,2024-07-26,51.891998,-1.2757,1.3644,5.1492,6.9799,5.7157
2024Q3,TSEOF,2024-08-06,0001558370-24-011104,$500M-$1B,996300000,-48900000,3029200000,-20500000,-21800000,45400000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,920,,,,,6,6,6,6,3821,51942,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/TSEOF/TSEOF_2024-08-06_000155837024011104.json,2024-08-07,2.540000,30.3150,73.6220,48.0315,152.3622,67.7165
2024Q3,TT,2024-07-31,0001466258-24-000232,$2B-$10B,3665800000,307100000,19391900000,-459200000,-91000000,8500000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,5300,,,,,6,6,6,6,3860,32435,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/TT/TT_2024-07-31_000146625824000232.json,2024-08-01,338.769989,-1.7357,3.8049,2.1873,14.7475,10.8481
2024Q3,TTEC,2024-08-09,0001104659-24-087830,$500M-$1B,633286000,18647000,2185598000,-43639000,-13643000,49058000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,534.1,,,,,6,6,6,6,3582,25236,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/TTEC/TTEC_2024-08-09_000110465924087830.json,2024-08-12,4.520000,-10.8407,10.1770,-7.7434,34.0708,6.4159
2024Q3,TTEK,2024-07-31,0001104659-24-084338,$2B-$10B,2052991000,159556000,3820477000,680491000,-755219000,113123000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,1340,,,,,6,6,6,5,4179,20449,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/TTEK/TTEK_2024-07-31_000110465924084338.json,2024-08-01,44.472000,1.3447,5.5900,4.8300,6.0443,12.4977
2024Q3,TTMI,2024-07-31,0001193125-24-189522,$500M-$1B,544437000,-5814000,3323663000,-50000000,9627000,55078000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,605.1,,,,,6,6,6,6,4177,19084,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/TTMI/TTMI_2024-07-31_000119312524189522.json,2024-08-01,19.850000,-9.2191,-0.5038,-8.7154,-8.0605,-0.6549
2024Q3,TTSH,2024-08-08,0001104659-24-087011,$100M-$500M,102019000,2512000,316672000,-20827000,-3367000,25822000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,7.2,,,,,6,4,6,6,3629,18155,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/TTSH/TTSH_2024-08-08_000110465924087011.json,2024-08-09,6.120000,0.4902,-0.3268,-3.1046,4.4118,13.8889
2024Q3,TTWO,2024-08-08,0001628280-24-036152,$2B-$10B,3504800000,418000000,15862100000,-256800000,139200000,258000000,,not_scored,,,,,,,missing_required_data,guidance_revenue_millions,regex_fallback,1340,4,,,,6,6,6,6,3895,27380,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/TTWO/TTWO_2024-08-08_000162828024036152.json,2024-08-09,142.139999,5.8815,12.9168,9.9761,7.5981,26.0518
2024Q3,TW,2024-07-25,0001758730-24-000155,$100M-$500M,329249000,87856000,7059538000,-80456000,-16714000,70840000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,217.5,,,,,6,6,6,5,3819,44405,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/TW/TW_2024-07-25_000175873024000155.json,2024-07-26,105.480003,1.3557,8.8642,11.1016,15.5859,26.3083
2024Q3,TWI,2024-07-31,0000899751-24-000084,$500M-$1B,548644000,31838000,1289245000,-10445000,-11440000,24086000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,450,,,,,6,1,6,6,2707,36870,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/TWI/TWI_2024-07-31_000089975124000084.json,2024-08-01,8.370000,-11.8280,-6.2127,-3.7037,-2.8674,-12.0669
2024Q3,TXNM,2024-07-31,0001108426-24-000066,$500M-$1B,544077000,60273000,9353136000,119986000,-251433000,131501000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,1900,,,,,6,6,6,6,7660,19423,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/TXNM/TXNM_2024-07-31_000110842624000066.json,2024-08-01,41.860001,-4.4434,-2.5800,-1.1467,4.5628,2.6756
2024Q3,TXRH,2024-07-25,0001558370-24-010176,$1B-$2B,1174356000,88604000,2793376000,-103399000,-103300000,188981000,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,,,6,1,5,3,3535,19816,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/TXRH/TXRH_2024-07-25_000155837024010176.json,2024-07-26,175.000000,-7.4343,-2.8571,-4.1200,0.3314,3.3714
2024Q3,TXT,2024-07-18,0000217346-24-000081,$2B-$10B,3024000000,191000000,16856000000,-376000000,-29000000,163000000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,1500,,,,,6,6,6,6,3093,23699,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/TXT/TXT_2024-07-18_000021734624000081.json,2024-07-19,93.230003,-1.8449,-9.0636,-4.9448,-4.8697,-3.1213
2024Q3,TYL,2024-07-24,0000860731-24-000039,$100M-$500M,471853000,30875000,4676663000,-117121000,-600000,74709000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct,regex_fallback,541,,,2120,,6,6,6,2,3004,21653,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/TYL/TYL_2024-07-24_000086073124000039.json,2024-07-25,528.059998,7.7548,10.0595,8.2604,10.5443,10.2564
2024Q3,UBER,2024-08-06,0001543151-24-000024,$2B-$10B,8823000000,-157000000,38699000000,-107000000,-399000000,606000000,,not_scored,,,,,,,missing_required_data,guidance_revenue_millions,regex_fallback,10700,16,,,,6,6,6,6,3576,47013,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/UBER/UBER_2024-08-06_000154315124000024.json,2024-08-07,65.559998,13.1483,10.6772,6.1318,13.7736,13.1025
2024Q3,UBSI,2024-07-25,0001193125-24-184314,$100M-$500M,263249000,98307000,29926482000,532453000,91434000,118154000,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,,,6,6,6,6,3052,70017,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/UBSI/UBSI_2024-07-25_000119312524184314.json,2024-07-26,39.000000,-9.4872,-7.2051,-1.4615,-5.3846,-4.6410
2024Q3,UCB,2024-07-24,0001104659-24-082136,$100M-$500M,219896000,62300000,27297251000,-140560000,181295000,90093000,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,,,6,1,6,6,4722,100411,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/UCB/UCB_2024-07-24_000110465924082136.json,2024-07-25,30.459999,-8.6343,-8.7328,-1.0506,-3.6769,-7.4196
2024Q3,UDR,2024-07-30,0000074208-24-000057,$100M-$500M,399549000,30964000,11373242000,-51659000,-117340000,168015000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,10.8,,,,,6,6,6,6,3517,178629,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/UDR/UDR_2024-07-30_000007420824000057.json,2024-07-31,40.720001,2.0629,3.3890,9.3075,11.3458,7.0972
2024Q3,UEIC,2024-08-08,0000101984-24-000127,$100M-$500M,108377000,-61363000,355872000,-3812000,-4831000,-2025000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,90.5,,,,,6,5,6,6,3425,24136,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/UEIC/UEIC_2024-08-08_000010198424000127.json,2024-08-09,11.000000,-20.2727,-16.1818,-23.1818,-23.4545,-23.4545
2024Q3,UFCS,2024-08-06,0000101199-24-000054,$100M-$500M,267104000,694000,3144190000,-4133000,-32501000,-6786000,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,,,6,2,6,6,3235,29958,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/UFCS/UFCS_2024-08-06_000010119924000054.json,2024-08-07,19.400000,3.0412,4.7423,3.4536,-0.5670,2.7320
2024Q3,UFPI,2024-07-30,0000912767-24-000024,$2B-$10B,2975091000,126069000,3696789000,-59368000,-41858000,-37076000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,1900,,,,,6,6,6,6,3188,27239,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/UFPI/UFPI_2024-07-30_000091276724000024.json,2024-07-31,135.960007,-14.6734,-12.9450,-10.5105,-3.4937,-9.5028
2024Q3,UHS,2024-07-25,0000950170-24-086313,$2B-$10B,3467518000,163115000,13555959000,-105891000,-178311000,290753000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,419.3,,,,,6,6,6,6,3013,46661,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/UHS/UHS_2024-07-25_000095017024086313.json,2024-07-26,209.580002,0.6775,6.5321,11.1938,15.2400,7.1953
2024Q3,UIS,2024-08-05,0000746838-24-000021,$500M-$1B,516400000,-175400000,1965400000,-7600000,-11500000,12800000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,375,,,,,6,6,6,6,3420,30500,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/UIS/UIS_2024-08-05_000074683824000021.json,2024-08-06,4.130000,22.0339,38.4988,29.7821,41.6465,76.7554
2024Q3,ULCC,2024-08-08,0001670076-24-000122,$500M-$1B,848000000,-13000000,4993000000,44000000,10000000,-25000000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,973,,,,,6,6,6,6,3826,48296,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/ULCC/ULCC_2024-08-08_000167007624000122.json,2024-08-09,3.200000,9.3750,10.0000,24.6875,82.1875,100.9375
2024Q3,ULH,2024-07-25,0000950170-24-086527,$100M-$500M,437396000,24876000,1253523000,-3724000,-29748000,64481000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,462.2,,,,,6,1,6,6,3134,18167,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/ULH/ULH_2024-07-25_000095017024086527.json,2024-07-26,47.240002,-19.3903,-16.6173,-12.2142,-10.2879,-8.0864
2024Q3,ULTA,2024-08-29,0001558370-24-012541,$2B-$10B,2634263000,347051000,5375719000,-296249000,-110080000,304901000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,2600,,,,,6,5,6,6,3197,20663,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/ULTA/ULTA_2024-08-29_000155837024012541.json,2024-08-30,344.089996,10.8925,17.2048,13.0867,10.3897,12.3660
2024Q3,UPBD,2024-08-01,0000933036-24-000133,$1B-$2B,1016061000,47330000,2721430000,-69408000,-9570000,105417000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,1077,,,,,6,6,6,6,4059,74905,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/UPBD/UPBD_2024-08-01_000093303624000133.json,2024-08-02,34.599998,-9.7688,-9.1040,-4.4798,-13.9306,-15.4913
2024Q3,UPST,2024-08-06,0001647639-24-000032,$100M-$500M,102927000,-129254000,2017100000,20971000,-25852000,-75727000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,128,,,,,6,4,6,6,3792,24990,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/UPST/UPST_2024-08-06_000164763924000032.json,2024-08-07,30.000000,34.9000,47.0333,14.6667,36.7333,68.6667
2024Q3,UPWK,2024-08-07,0001627475-24-000032,$100M-$500M,160858000,17167000,1037541000,-152031000,152136000,-8701000,,not_scored,,,,,,,missing_required_data,guidance_revenue_millions,regex_fallback,193.1,15,,,,6,4,6,6,5207,28216,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/UPWK/UPWK_2024-08-07_000162747524000032.json,2024-08-08,9.720000,-0.4115,-4.0123,-3.3951,7.7160,50.0000
2024Q3,URI,2024-07-24,0001067701-24-000030,$2B-$10B,3285000000,451000000,25589000000,-186000000,-760000000,939000000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,3773,,,,,6,6,6,6,5755,43298,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/URI/URI_2024-07-24_000106770124000030.json,2024-07-25,715.000000,-6.4881,-1.7916,3.9692,11.7413,16.6685
2024Q3,USB,2024-07-17,0000036104-24-000048,$2B-$10B,7175000000,1698000000,663491000000,6901000000,4943000000,842000000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,6867,,,,,6,6,6,6,6948,155545,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/USB/USB_2024-07-17_000003610424000048.json,2024-07-18,44.790001,1.2949,-7.5910,-2.5229,-0.2233,9.8683
2024Q3,USNA,2024-07-23,0000896264-24-000180,$100M-$500M,248360000,18383000,632757000,-3199000,-3378000,12833000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,213,,,,,6,2,6,2,15415,13322,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/USNA/USNA_2024-07-23_000089626424000180.json,2024-07-24,40.509998,-2.7401,-4.9124,1.0368,-5.9985,-14.8852
