sample_id,quarter,ticker,event_date,revenue_bucket,pre_llm_fundamental_bucket,pre_llm_fundamental_score,profitability_score,operating_cash_flow_score,financing_dependence_score,tradable_date,entry_open,return_10d_pct,return_20d_pct,return_30d_pct,return_60d_pct,return_90d_pct,accession,exhibit_doc,source_doc_type,text_len,text_path,snippet_count,quality_flags
S000001,2022Q4,ABNB,2022-11-01,$2B-$10B,mixed,2,-1,2,-1,2022-11-02,102.644997,2.4502,-7.1752,-1.6026,-17.2877,8.2469,0001193125-22-274904,d408297dex991.htm,earnings_exhibit,53020,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/ABNB_000119312522274904_d408297dex991.htm.txt,18,
S000002,2022Q4,ACAD,2022-11-02,$100M-$500M,weak,-3,-1,-1,0,2022-11-03,15.490000,2.7760,-3.1633,-1.6139,5.3583,22.2079,0000950170-22-021222,acad-ex99_1.htm,earnings_exhibit,13192,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/ACAD_000095017022021222_acad-ex99_1.htm.txt,18,
S000003,2022Q4,ACCO,2022-10-13,$500M-$1B,weak,-3,-1,-1,0,2022-10-14,4.710000,-8.4926,-3.3970,11.2526,19.1083,30.7856,0000950170-22-019529,acco-ex99_1.htm,earnings_exhibit,13522,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/ACCO_000095017022019529_acco-ex99_1.htm.txt,18,
S000004,2022Q4,ACVA,2022-11-09,$100M-$500M,weak,-1,-1,2,-1,2022-11-10,7.160000,7.2626,23.4637,23.3240,17.3184,44.9721,0000950170-22-023840,acva-ex99_1.htm,earnings_exhibit,24787,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/ACVA_000095017022023840_acva-ex99_1.htm.txt,18,
S000005,2022Q4,AFRM,2022-11-08,$100M-$500M,weak,-1,-1,2,-1,2022-11-09,13.345000,-2.8850,-4.0090,-15.0244,-29.3368,28.9621,0001820953-22-000038,fq123shareholderletter-d.htm,earnings_exhibit,59341,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/AFRM_000182095322000038_fq123shareholderletter-d.htm.txt,18,
S000006,2022Q4,ALKS,2022-11-02,$500M-$1B,mixed,1,-1,1,0,2022-11-03,24.830000,-8.2159,-2.2553,2.7386,4.1885,15.5457,0000950170-22-020969,alks-ex99_1.htm,earnings_exhibit,23201,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/ALKS_000095017022020969_alks-ex99_1.htm.txt,18,
S000007,2022Q4,ALTG,2022-11-09,$500M-$1B,mixed,0,-1,1,0,2022-11-10,13.230000,-7.9365,-8.9947,-7.1806,14.6636,32.7286,0000950170-22-023878,altg-ex99_1.htm,earnings_exhibit,27294,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/ALTG_000095017022023878_altg-ex99_1.htm.txt,18,
S000008,2022Q4,AMC,2022-11-08,$1B-$2B,weak,-4,-1,-1,-1,2022-11-09,53.700001,35.3817,38.3613,10.6145,-26.8156,15.0838,0001411579-22-000078,amc-20221108xex99d1.htm,earnings_exhibit,48388,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/AMC_000141157922000078_amc-20221108xex99d1.htm.txt,18,
S000009,2022Q4,ANGO,2022-10-06,$100M-$500M,weak,-2,-1,-1,1,2022-10-07,17.160000,-13.4033,-22.3193,-15.5012,-29.1375,-9.7902,0000914121-22-004104,an58259826-ex99_1.htm,earnings_exhibit,18001,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/ANGO_000091412122004104_an58259826-ex99_1.htm.txt,18,
S000010,2022Q4,APP,2022-11-09,$1B-$2B,weak,-1,-1,2,-1,2022-11-10,15.650000,-15.0160,-7.9233,-31.6294,-34.9521,-18.9776,0001193125-22-281229,d420405dex992.htm,earnings_exhibit,31936,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/APP_000119312522281229_d420405dex992.htm.txt,18,
S000011,2022Q4,APPN,2022-11-03,$100M-$500M,mixed,1,-1,-1,0,2022-11-04,41.000000,-4.8780,-8.4146,-10.0732,-20.9756,11.3902,0001441683-22-000098,appnex991earningsrelease-0.htm,earnings_exhibit,22360,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/APPN_000144168322000098_appnex991earningsrelease-0.htm.txt,18,
S000012,2022Q4,ARLO,2022-11-08,$100M-$500M,weak,-2,-1,-1,1,2022-11-09,4.300000,-6.5116,-13.0233,-22.3256,-11.1628,2.0930,0001736946-22-000054,arloex99122q3earningsrelea.htm,earnings_exhibit,28917,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/ARLO_000173694622000054_arloex99122q3earningsrelea.htm.txt,18,
S000013,2022Q4,ARRY,2022-11-08,$100M-$500M,weak,-4,-1,-1,-1,2022-11-09,20.500000,2.3415,2.1951,-0.0488,-5.1707,0.9756,0001820721-22-000143,exhibit9912022q3pressrelea.htm,earnings_exhibit,31944,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/ARRY_000182072122000143_exhibit9912022q3pressrelea.htm.txt,18,
S000014,2022Q4,ASAN,2022-12-01,$100M-$500M,weak,-4,-1,-1,-1,2022-12-02,15.800000,-2.7848,-17.4051,-16.1392,-1.8987,-3.0380,0001477720-22-000061,asana8-kex991q3fy23.htm,earnings_exhibit,26007,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/ASAN_000147772022000061_asana8-kex991q3fy23.htm.txt,18,
S000015,2022Q4,ATRO,2022-11-08,$100M-$500M,weak,-2,-1,-1,1,2022-11-09,8.100000,0.1234,-1.4815,29.0123,25.6790,80.2469,0000008063-22-000049,ex99120221108-pr.htm,earnings_exhibit,7859,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/ATRO_000000806322000049_ex99120221108-pr.htm.txt,18,
S000016,2022Q4,AVAV,2022-12-06,$100M-$500M,weak,-2,-1,-1,1,2022-12-07,88.610001,-8.3512,-6.7035,-2.8214,3.5775,3.0132,0001558370-22-018403,avav-20221206xex99d1.htm,earnings_exhibit,29676,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/AVAV_000155837022018403_avav-20221206xex99d1.htm.txt,18,
S000017,2022Q4,AVNS,2022-11-02,$500M-$1B,mixed,2,-1,1,1,2022-11-03,22.730000,15.0022,17.8619,16.8940,19.2697,36.3396,0001606498-22-000077,avns3q2022form8kex991.htm,earnings_exhibit,23805,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/AVNS_000160649822000077_avns3q2022form8kex991.htm.txt,18,
S000018,2022Q4,BARK,2022-11-09,$100M-$500M,weak,-3,-1,-1,-1,2022-11-10,35.400002,0.5650,-6.2147,-12.9944,-6.7797,14.6893,0001819574-22-000106,exhibit991-q22023pressrele.htm,earnings_exhibit,25575,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/BARK_000181957422000106_exhibit991-q22023pressrele.htm.txt,18,
S000019,2022Q4,BBSI,2022-11-02,$100M-$500M,mixed,0,-1,1,1,2022-11-03,21.410000,11.4433,14.5843,13.7903,8.5824,13.1014,0000950170-22-021243,bbsi-ex99_1.htm,earnings_exhibit,13439,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/BBSI_000095017022021243_bbsi-ex99_1.htm.txt,18,
S000020,2022Q4,BE,2022-11-03,$500M-$1B,weak,-3,-1,-1,0,2022-11-04,19.330000,11.5882,14.3818,8.7429,-0.7243,32.5918,0001628280-22-028185,ex991_q32022financialresul.htm,earnings_exhibit,29788,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/BE_000162828022028185_ex991_q32022financialresul.htm.txt,18,
S000021,2022Q4,BHF,2022-11-07,$2B-$10B,weak,-2,-1,1,-1,2022-11-08,54.500000,-1.2844,-0.8991,-2.5321,-4.7890,3.9450,0001685040-22-000049,q32022bhfearningspressrele.htm,earnings_exhibit,39048,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/BHF_000168504022000049_q32022bhfearningspressrele.htm.txt,18,
S000022,2022Q4,BHFAL,2022-11-07,$2B-$10B,weak,-2,-1,1,-1,2022-11-08,21.520000,5.5762,8.0390,12.4535,12.0353,15.2416,0001685040-22-000049,q32022bhfearningspressrele.htm,earnings_exhibit,39048,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/BHFAL_000168504022000049_q32022bhfearningspressrele.htm.txt,18,
S000023,2022Q4,BHFAM,2022-11-07,$2B-$10B,weak,-2,-1,1,-1,2022-11-08,15.740000,5.1461,5.5273,6.2897,5.4638,14.5489,0001685040-22-000049,q32022bhfearningspressrele.htm,earnings_exhibit,39048,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/BHFAM_000168504022000049_q32022bhfearningspressrele.htm.txt,18,
S000024,2022Q4,BHFAN,2022-11-07,$2B-$10B,weak,-2,-1,1,-1,2022-11-08,18.299999,4.0437,7.4317,4.4262,4.3169,9.0710,0001685040-22-000049,q32022bhfearningspressrele.htm,earnings_exhibit,39048,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/BHFAN_000168504022000049_q32022bhfearningspressrele.htm.txt,18,
S000025,2022Q4,BHFAO,2022-11-07,$2B-$10B,weak,-2,-1,1,-1,2022-11-08,22.700001,6.6079,10.0220,9.0749,9.2070,14.1850,0001685040-22-000049,q32022bhfearningspressrele.htm,earnings_exhibit,39048,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/BHFAO_000168504022000049_q32022bhfearningspressrele.htm.txt,18,
S000026,2022Q4,BHFAP,2022-11-07,$2B-$10B,weak,-2,-1,1,-1,2022-11-08,22.924000,2.9489,6.3078,4.7418,4.1267,8.4889,0001685040-22-000049,q32022bhfearningspressrele.htm,earnings_exhibit,39048,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/BHFAP_000168504022000049_q32022bhfearningspressrele.htm.txt,18,
S000027,2022Q4,BHR,2022-10-11,$100M-$500M,mixed,2,-1,2,-1,2022-10-12,4.250000,11.2941,14.8235,-7.2941,-4.9412,6.5882,0001574085-22-000115,bhr2022q3revparpr.htm,earnings_exhibit,5518,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/BHR_000157408522000115_bhr2022q3revparpr.htm.txt,16,
S000028,2022Q4,BMEA,2022-11-07,$1B-$2B,weak,-2,-1,-1,-1,2022-11-08,9.830000,-25.1272,-26.9583,-35.9105,-30.8240,0.1017,0000950170-22-022598,bmea-ex99_1.htm,earnings_exhibit,14206,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/BMEA_000095017022022598_bmea-ex99_1.htm.txt,18,
S000029,2022Q4,BNED,2022-12-06,$500M-$1B,mixed,2,-1,1,0,2022-12-07,185.000000,-5.9459,-17.8378,4.8649,24.3243,7.0270,0001634117-22-000142,exhibit99120221029q223earn.htm,earnings_exhibit,48480,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/BNED_000163411722000142_exhibit99120221029q223earn.htm.txt,18,
S000030,2022Q4,BOX,2022-11-30,$100M-$500M,mixed,2,-1,2,-1,2022-12-01,27.459999,9.9782,14.1296,14.0204,15.8048,22.2870,0000950170-22-025865,box-ex99_1.htm,earnings_exhibit,38121,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/BOX_000095017022025865_box-ex99_1.htm.txt,18,
S000031,2022Q4,BRSP,2022-11-02,$100M-$500M,weak,-4,-1,-1,-1,2022-11-03,7.290000,-1.0974,-3.1550,-4.2524,-13.4431,5.4870,0001717547-22-000121,brspq322earningsreleasev.htm,earnings_exhibit,9787,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/BRSP_000171754722000121_brspq322earningsreleasev.htm.txt,18,
S000032,2022Q4,BTU,2022-11-03,$2B-$10B,weak,-3,-1,-1,0,2022-11-04,24.719999,13.1068,22.1683,19.6197,1.5372,14.9676,0001064728-22-000065,btu8k20221103ex991.htm,earnings_exhibit,32144,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/BTU_000106472822000065_btu8k20221103ex991.htm.txt,18,
S000033,2022Q4,CALM,2022-12-28,$500M-$1B,weak,-2,-1,-1,1,2022-12-29,59.509998,-11.5107,-7.0072,-5.6461,-2.3862,-2.6046,0001562762-22-000495,exhibit991.htm,earnings_exhibit,20083,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/CALM_000156276222000495_exhibit991.htm.txt,18,
S000034,2022Q4,CCL,2022-12-21,$500M-$1B,weak,-4,-1,-1,-1,2022-12-22,8.470000,-5.9032,16.4109,26.5643,31.4050,6.1393,0000815097-22-000081,a20224qbusinessupdate8-k.htm,earnings_exhibit,40968,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/CCL_000081509722000081_a20224qbusinessupdate8-k.htm.txt,18,
S000035,2022Q4,CFLT,2022-11-02,$100M-$500M,weak,-4,-1,-1,-1,2022-11-03,24.110001,-4.6039,-3.8573,-15.4708,-11.5305,2.4056,0000950170-22-021221,cflt-ex99_1.htm,earnings_exhibit,27019,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/CFLT_000095017022021221_cflt-ex99_1.htm.txt,18,
S000036,2022Q4,CHEF,2022-10-26,$1B-$2B,mixed,0,-1,-1,1,2022-10-27,37.250000,1.8255,-0.7248,2.4161,-8.1879,-0.4027,0001517175-22-000011,pressreleaseex99109232022.htm,earnings_exhibit,25033,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/CHEF_000151717522000011_pressreleaseex99109232022.htm.txt,18,
S000037,2022Q4,CLNE,2022-11-08,$100M-$500M,weak,-1,-1,2,-1,2022-11-09,6.580000,-0.1520,-4.1033,-16.4134,-18.2371,-11.2462,0001558370-22-016863,clne-20221108xex99d1.htm,earnings_exhibit,32427,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/CLNE_000155837022016863_clne-20221108xex99d1.htm.txt,18,
S000038,2022Q4,CMCO,2022-10-27,$100M-$500M,weak,-2,-1,1,-1,2022-10-28,27.520000,6.6860,18.6046,13.0814,16.4971,29.6875,0001005229-22-000286,exhibit99110272022.htm,earnings_exhibit,26649,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/CMCO_000100522922000286_exhibit99110272022.htm.txt,18,
S000039,2022Q4,CNK,2022-11-04,$500M-$1B,weak,-2,-1,-1,1,2022-11-07,11.730000,8.5251,14.2370,2.4723,-28.2182,8.4399,0000950170-22-022047,cnk-ex99_1.htm,earnings_exhibit,16669,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/CNK_000095017022022047_cnk-ex99_1.htm.txt,18,
S000040,2022Q4,CNNE,2022-11-09,$100M-$500M,weak,-4,-1,-1,-1,2022-11-10,23.590000,-1.1022,-1.7804,-9.0716,-6.2738,5.9347,0001704720-22-000068,exhibit991-pressreleaseann.htm,earnings_exhibit,2838,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/CNNE_000170472022000068_exhibit991-pressreleaseann.htm.txt,15,
S000041,2022Q4,COMP,2022-11-10,$2B-$10B,mixed,0,-1,1,-1,2022-11-11,2.230000,21.0762,43.9462,18.3857,34.9776,77.1300,0001563190-22-000185,exhibit9918-k3q22pr.htm,earnings_exhibit,23173,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/COMP_000156319022000185_exhibit9918-k3q22pr.htm.txt,18,
S000042,2022Q4,CRNC,2022-11-29,$100M-$500M,mixed,1,-1,2,-1,2022-11-30,17.980000,1.0011,2.7809,3.0590,35.7063,52.2803,0000950170-22-025762,crnc-ex99_1.htm,earnings_exhibit,31739,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/CRNC_000095017022025762_crnc-ex99_1.htm.txt,18,
S000043,2022Q4,CRSP,2022-11-01,$500M-$1B,weak,-1,-1,2,-1,2022-11-02,51.990002,14.9836,6.6744,4.8278,-21.1387,-1.8657,0000950170-22-020834,crsp-ex99_1.htm,earnings_exhibit,20743,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/CRSP_000095017022020834_crsp-ex99_1.htm.txt,18,
S000044,2022Q4,CTOS,2022-11-08,$500M-$1B,weak,-1,-1,2,-1,2022-11-09,6.130000,7.8303,8.4829,8.9723,11.7455,19.0865,0001709682-22-000095,ex991q3-2022pressrelease.htm,earnings_exhibit,46120,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/CTOS_000170968222000095_ex991q3-2022pressrelease.htm.txt,18,
S000045,2022Q4,CVGW,2022-12-20,$1B-$2B,mixed,2,-1,1,1,2022-12-21,28.850000,8.0416,8.7002,10.8839,14.9047,-16.1525,0001558370-22-018832,cvgw-20221220xex99d1.htm,earnings_exhibit,33955,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/CVGW_000155837022018832_cvgw-20221220xex99d1.htm.txt,18,
S000046,2022Q4,CVNA,2022-11-03,$2B-$10B,weak,-2,-1,-1,-1,2022-11-04,13.040000,-25.3068,-38.8804,-45.5521,-64.4939,9.2791,0001690820-22-000312,ex99_1q32022.htm,earnings_exhibit,48023,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/CVNA_000169082022000312_ex99_1q32022.htm.txt,18,
S000047,2022Q4,CVSA,2022-11-03,$100M-$500M,weak,-1,-1,2,-1,2022-11-04,41.090000,-3.3341,-1.8253,-3.9669,-13.3366,-5.9625,0001157523-22-001521,a52959534ex99_1.htm,earnings_exhibit,30307,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/CVSA_000115752322001521_a52959534ex99_1.htm.txt,18,
S000048,2022Q4,CXM,2022-12-06,$100M-$500M,weak,-1,-1,-1,-1,2022-12-07,7.290000,14.5405,5.2126,6.4472,44.7188,51.1660,0001569345-22-000034,q3fy23-earningsrelease.htm,earnings_exhibit,21811,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/CXM_000156934522000034_q3fy23-earningsrelease.htm.txt,18,
S000049,2022Q4,CZR,2022-11-01,$2B-$10B,mixed,2,-1,1,1,2022-11-02,47.279999,8.9467,4.0186,8.6717,-10.6176,10.1100,0001590895-22-000146,ex991-2022q3ceiearningsrel.htm,earnings_exhibit,20549,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/CZR_000159089522000146_ex991-2022q3ceiearningsrel.htm.txt,18,
S000050,2022Q4,DASH,2022-11-03,$2B-$10B,mixed,1,-1,2,1,2022-11-04,54.220001,14.3858,2.3054,-1.8259,-10.8078,17.6872,0001628280-22-028194,dashq32022ex991-shareholde.htm,earnings_exhibit,43272,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/DASH_000162828022028194_dashq32022ex991-shareholde.htm.txt,18,
S000051,2022Q4,DBD,2022-11-08,$1B-$2B,weak,-2,-1,-1,0,2023-08-14,24.000000,-16.0417,-27.5417,-25.1667,-21.7083,-9.4167,0001157523-22-001553,a52962088ex99_1.htm,earnings_exhibit,44281,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/DBD_000115752322001553_a52962088ex99_1.htm.txt,18,
S000052,2022Q4,DCGO,2022-11-07,$100M-$500M,weak,-3,-1,-1,0,2022-11-08,8.150000,-13.4969,-16.1963,-18.8957,-10.7975,21.3497,0001213900-22-069776,ea168126ex99-1_docgoinc.htm,earnings_exhibit,21986,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/DCGO_000121390022069776_ea168126ex99-1_docgoinc.htm.txt,18,
S000053,2022Q4,DDOG,2022-11-03,$100M-$500M,mixed,2,-1,2,0,2022-11-04,75.300003,3.7450,-0.6109,-6.6932,-4.2630,15.4980,0001561550-22-000043,ex-991x20220930x8k.htm,earnings_exhibit,27689,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/DDOG_000156155022000043_ex-991x20220930x8k.htm.txt,18,
S000054,2022Q4,DK,2022-11-07,$2B-$10B,mixed,2,-1,1,0,2022-11-08,33.950001,0.2651,-4.5361,-23.3579,-28.1296,-25.3608,0001694426-22-000154,dk-ex991earningsreleasex09.htm,earnings_exhibit,55866,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/DK_000169442622000154_dk-ex991earningsreleasex09.htm.txt,18,
S000055,2022Q4,DNOW,2022-11-02,$1B-$2B,mixed,2,-1,1,1,2022-11-03,12.520000,-0.7189,-0.0799,-1.1981,-3.2748,11.5016,0001193125-22-275402,d320011dex991.htm,earnings_exhibit,11342,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/DNOW_000119312522275402_d320011dex991.htm.txt,18,
S000056,2022Q4,DNUT,2022-11-15,$1B-$2B,weak,-1,-1,1,0,2022-11-16,14.540000,5.7772,2.2008,-19.2572,-20.0825,-15.8184,0001857154-22-000116,exh991pressreleaseq32022.htm,earnings_exhibit,36470,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/DNUT_000185715422000116_exh991pressreleaseq32022.htm.txt,18,
S000057,2022Q4,DOCN,2022-11-07,$100M-$500M,mixed,2,-1,2,-1,2022-11-08,26.250000,7.6952,5.7143,13.1429,-3.8476,13.4857,0001582961-22-000049,a2022-q3dopressrelease.htm,earnings_exhibit,26914,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/DOCN_000158296122000049_a2022-q3dopressrelease.htm.txt,18,
S000058,2022Q4,DRH,2022-10-21,$100M-$500M,mixed,1,-1,-1,1,2022-10-24,9.050000,-5.0829,-1.3260,-0.9945,-9.2818,0.1105,0001298946-22-000108,exhibit992102022.htm,earnings_exhibit,2025,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/DRH_000129894622000108_exhibit992102022.htm.txt,7,
S000059,2022Q4,DSGR,2022-11-03,$100M-$500M,mixed,0,-1,1,0,2022-11-04,17.355000,10.1988,6.1942,3.0827,5.4739,29.2999,0000703604-22-000081,a2022q3pressrelease.htm,earnings_exhibit,23644,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/DSGR_000070360422000081_a2022q3pressrelease.htm.txt,18,
S000060,2022Q4,DUOL,2022-11-10,$100M-$500M,mixed,2,-1,1,1,2022-11-11,82.010002,-15.3274,-13.8520,-13.3398,-8.1575,15.8517,0001562088-22-000163,q3fy22pressrelease.htm,earnings_exhibit,18335,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/DUOL_000156208822000163_q3fy22pressrelease.htm.txt,18,
S000061,2022Q4,ECVT,2022-11-01,$100M-$500M,mixed,1,-1,2,1,2022-11-02,9.650000,1.5544,-5.1813,-3.0052,-8.3938,8.7047,0001708035-22-000029,ex991-ecvt3q22earningsrele.htm,earnings_exhibit,37180,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/ECVT_000170803522000029_ex991-ecvt3q22earningsrele.htm.txt,18,
S000062,2022Q4,EQT,2022-10-11,$500M-$1B,weak,-1,-1,2,-1,2022-10-12,43.830002,-12.5485,-7.0272,-2.7607,-15.7883,-22.3363,0001104659-22-107727,tm2227907d1_8k.htm,primary_8k,3652,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/EQT_000110465922107727_tm2227907d1_8k.htm.txt,11,
S000063,2022Q4,EVCM,2022-11-10,$100M-$500M,weak,-2,-1,1,-1,2022-11-11,7.970000,-21.8319,-19.6989,-19.1970,4.5169,28.2309,0001853145-22-000033,evcm3q22earningsrelease.htm,earnings_exhibit,24988,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/EVCM_000185314522000033_evcm3q22earningsrelease.htm.txt,18,
S000064,2022Q4,EVH,2022-11-02,$100M-$500M,weak,-2,-1,-1,1,2022-11-03,27.650000,-11.7541,0.1085,3.6528,-2.4231,17.3599,0001628908-22-000138,a3q22exhibit991.htm,earnings_exhibit,47408,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/EVH_000162890822000138_a3q22exhibit991.htm.txt,18,
S000065,2022Q4,EXAS,2022-11-03,$1B-$2B,weak,-3,-1,-1,0,2022-11-04,36.689999,22.1314,16.2442,24.1483,31.3710,92.8863,0001124140-22-000069,exas-20221103xex99.htm,earnings_exhibit,23180,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/EXAS_000112414022000069_exas-20221103xex99.htm.txt,18,
S000066,2022Q4,EXTR,2022-10-27,$500M-$1B,weak,-1,-1,1,-1,2022-10-28,16.980000,6.3015,10.4240,17.1967,8.9517,3.4747,0001564590-22-035354,extr-ex991_6.htm,earnings_exhibit,31110,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/EXTR_000156459022035354_extr-ex991_6.htm.txt,18,
S000067,2022Q4,FA,2022-11-08,$100M-$500M,mixed,2,-1,2,-1,2022-11-09,12.130000,3.8747,3.7923,11.2943,9.3157,13.2729,0000950170-22-022840,fa-ex99_1.htm,earnings_exhibit,29496,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/FA_000095017022022840_fa-ex99_1.htm.txt,18,
S000068,2022Q4,FET,2022-11-09,$100M-$500M,weak,-2,-1,-1,1,2022-11-10,28.240000,0.9207,2.9037,0.6020,3.1162,13.9164,0001401257-22-000070,fetq32022earningsrelease.htm,earnings_exhibit,25630,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/FET_000140125722000070_fetq32022earningsrelease.htm.txt,18,
S000069,2022Q4,FIVN,2022-10-11,$100M-$500M,mixed,0,-1,1,1,2022-10-12,54.689999,4.0958,9.4350,16.1821,25.9828,28.0856,0001193125-22-260119,d748132dex991.htm,earnings_exhibit,11715,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/FIVN_000119312522260119_d748132dex991.htm.txt,18,
S000070,2022Q4,FLNC,2022-12-12,$100M-$500M,weak,-3,-1,-1,-1,2022-12-13,19.010000,-10.2052,-14.7291,14.9921,14.8343,-4.6291,0001868941-22-000114,flncq4andfullfy22earningsp.htm,earnings_exhibit,34466,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/FLNC_000186894122000114_flncq4andfullfy22earningsp.htm.txt,18,
